Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Marquette King,48.9,41.1,3449,86,66,4107,23,9,11,11,11,42,438,1,2
Brandon Fields,48.8,42.4,3603,85,74,4150,33,15,8,7,13,42,407,0,0
Andy Lee,48.2,41.7,3294,79,62,3804,27,3,8,9,21,38,330,0,0
Brad Nortman,47.8,41.6,2909,70,72,3344,25,6,10,5,13,36,335,0,0
Shane Lechler,47.6,40,3519,88,65,4189,34,2,13,7,23,43,530,1,0
Sam Martin,47.2,41,2949,73,72,3399,22,5,7,10,18,32,250,0,1
Steve Weatherford,46.9,38.2,3476,91,68,4271,25,12,7,7,17,48,655,3,0
Thomas Morstead,46.9,42.3,2579,61,61,2859,25,13,7,5,12,24,180,0,0
Matt Bosher,46.6,42.3,2875,70,63,3166,26,1,9,2,23,33,251,0,2
Johnny Hekker,46.3,44.2,3450,78,64,3609,19,11,10,4,23,30,79,0,0
Robert Malone,46.2,37.1,593,16,84,740,3,2,1,2,2,9,107,0,0
Patrick McAfee,46,39,2963,77,65,3499,27,8,15,7,17,29,396,1,1
Dustin Colquitt,46,40.7,3539,88,65,4005,35,4,15,11,19,38,246,0,1
Sam Koch,46,39.3,3539,91,69,4138,27,12,9,9,14,46,419,0,1
Ryan Allen,45.9,39.9,3030,76,65,3491,29,7,15,12,13,29,221,0,0
Dave Zastudil,45.7,40.1,3125,78,60,3566,35,3,13,6,20,36,321,0,0
Bryan Anger,45.7,40.5,3848,95,61,4338,31,6,12,8,22,47,330,0,0
Ryan Quigley,45.5,39.4,2837,73,67,3278,21,10,6,3,19,34,381,0,1
Kevin Huber,45.2,40.5,2673,66,75,2982,24,12,5,4,20,25,229,1,0
Chris Jones,45,39.1,3008,77,62,3467,30,2,5,6,27,37,339,0,0
Donnie Jones,44.9,41,3358,83,70,3681,33,9,18,5,22,28,223,1,1
Shawn Powell,44.8,35.1,1476,42,66,1881,13,6,3,5,7,21,305,1,0
Tim Masthay,44.6,39,2493,64,62,2854,22,9,11,5,19,20,261,0,0
Britton Colquitt,44.5,39.4,2559,66,60,2893,23,1,8,3,25,28,274,0,1
Michael Koenen,44.2,38.3,3333,87,62,3846,19,14,12,6,20,35,393,0,0
Jeff Locke,44.2,39.2,2938,75,65,3316,23,2,14,3,20,36,318,1,0
Spencer Lanning,43.8,38.4,3222,85,59,3679,28,6,10,5,25,38,357,0,1
Brett Kern,43.4,40.2,3136,79,63,3386,32,7,9,2,25,35,210,0,1
Mike Scifres,43.2,40,2239,56,61,2417,30,6,11,1,19,19,158,0,0
Jon Ryan,42.7,40.2,2977,76,69,3159,28,2,16,5,30,21,82,0,2
Zoltan Mesko,42.5,36.7,1249,34,65,1445,3,3,6,2,6,17,156,0,0
Sav Rocca,42,34.2,2871,85,63,3526,26,18,9,0,18,39,655,3,1
Mat McBriar,41.3,35.9,1435,41,70,1652,13,5,4,3,10,18,157,0,1
Brian Moorman,41.2,36.6,2234,61,62,2511,16,10,4,4,17,26,197,0,0
Adam Podlesh,40.6,38.4,2612,69,65,2763,27,11,15,2,25,15,111,0,1
Mike Nugent,40,40,80,2,43,80,0,0,2,0,0,0,0,0,0
Billy Cundiff,34,14,14,1,34,34,0,0,0,1,0,0,0,0,0
Tom Brady,32,32,32,1,32,32,0,0,0,0,1,0,0,0,0
Ryan Succop,29,9,9,1,29,29,0,0,0,1,0,0,0,0,0
Ben Roethlisberger,28,28,28,1,28,28,1,0,1,0,0,0,0,0,0
