Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Percy Harvin,58,1,58,0,1,1,58,0,0
Travis Benjamin,48.7,3,146,0,3,1,86,0,0
Doug Martin,40,1,40,0,1,1,40,0,1
Cordarrelle Patterson,32.4,43,1393,2,34,10,109,0,0
Knile Davis,32.1,10,321,1,8,2,108,0,1
Dwayne Harris,30.6,28,857,0,24,3,90,0,0
Quintin Demps,30.1,33,992,1,26,5,95,0,0
Kerry Taylor,30,2,60,0,1,1,43,0,0
Leon Washington,29.4,17,500,0,14,1,95,0,0
LeGarrette Blount,29.1,17,494,0,14,2,83,0,0
Jacoby Jones,28.8,31,892,1,26,2,77,0,0
Deonte Thompson,28.7,7,201,0,6,1,47,0,0
Doug Baldwin,28.5,2,57,0,2,0,37,0,0
Cassius Vaughn,28.4,5,142,0,5,0,33,0,0
Tashard Choice,28,1,28,0,1,0,28,0,0
Lance Dunbar,28,1,28,0,1,0,28,0,0
Kerwynn Williams,28,1,28,0,1,0,28,0,0
Trindon Holliday,27.7,28,775,1,21,3,105,0,0
Devin Hester,27.6,52,1436,0,43,5,80,0,4
Isaiah Pead,27.6,5,138,0,5,0,31,0,0
Jordan Todman,27.4,26,712,0,23,3,59,0,0
Perrish Cox,27.3,3,82,0,3,0,30,0,1
Antonio Cromartie,27.3,6,164,0,5,1,41,0,0
Emmanuel Sanders,26.8,10,268,0,6,2,46,0,0
LaMichael James,26.8,12,321,0,11,1,41,0,0
Travaris Cadet,26.6,9,239,0,7,1,82,0,0
Shaun Draughn,26.5,2,53,0,2,0,31,0,0
Brad Smith,26.5,4,106,0,2,1,47,0,0
Keshawn Martin,26.3,36,947,0,25,4,50,0,2
Brandon Tate,26.1,35,914,0,27,3,71,0,1
Jackie Battle,26,1,26,0,1,0,26,0,0
Damaris Johnson,25.9,17,441,0,17,0,33,0,0
Dennis Johnson,25.2,6,151,0,5,0,32,0,0
Kevin Ogletree,25,1,25,0,1,0,25,0,0
Ace Sanders,25,3,75,0,3,0,31,0,0
LaRod Stephens-Howling,25,1,25,0,1,0,25,0,0
Eric Page,24.9,22,548,0,18,1,44,1,2
Stephen Burton,24.8,4,99,0,4,0,32,0,0
David Wilson,24.7,9,222,0,7,0,31,0,0
Damian Williams,24.6,5,123,0,3,0,37,0,0
David Reed,24.6,24,590,0,20,0,39,0,0
