Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Austin Pettis,18.5,2,37,0,1,0,32,0,1
Skye Dawson,17,1,17,0,0,0,17,0,1
Tandon Doss,15.6,23,359,1,6,1,82,7,1
Jeremy Ross,15.5,17,263,1,4,3,58,17,1
Marcus Sherels,15.2,22,335,1,5,2,86,27,3
Jordan Poyer,14.2,8,114,0,3,0,38,7,0
Devin Hester,14.2,18,256,1,4,2,81,11,1
Danny Amendola,13,1,13,0,0,0,13,0,0
Leon Washington,13,6,78,0,1,0,33,9,1
Lardarius Webb,13,1,13,0,0,0,13,7,0
Griff Whalen,13,8,104,0,1,1,51,7,0
Dwayne Harris,12.8,20,256,1,4,1,86,10,2
Antonio Brown,12.8,32,409,1,7,5,67,23,1
Jacoby Jones,12.5,19,237,0,6,0,37,2,0
Micah Hyde,12.3,24,296,1,4,1,93,14,2
Ted Ginn,12.2,26,316,0,5,1,41,26,0
Josh Cribbs,12,8,96,0,1,0,21,1,0
Dexter McCluster,11.8,58,686,2,11,3,89,11,2
Travis Benjamin,11.7,22,257,1,4,2,79,7,2
Golden Tate,11.5,51,585,0,8,1,71,14,1
Alterraun Verner,11,1,11,0,0,0,11,0,0
LaMichael James,10.9,23,251,0,2,1,40,12,2
Eric Page,10.9,23,251,0,3,2,52,20,1
Julian Edelman,10.7,35,374,0,4,1,43,23,5
Robert McClain,10.2,19,193,0,3,0,25,9,1
T.Y. Hilton,9.4,17,159,0,2,0,34,12,1
Brandon Tate,9.3,36,336,0,3,1,43,16,1
Darius Butler,9,1,9,0,0,0,9,0,0
Chad Hall,9,1,9,0,0,0,9,0,0
Jim Leonhard,9,7,63,0,1,0,25,9,0
Micheal Spurlock,9,23,207,0,2,2,62,12,0
Jeremy Kerley,8.8,13,115,0,1,0,24,5,0
Keshawn Martin,8.8,39,345,1,2,2,87,21,0
Justin Veltung,8.7,7,61,0,0,0,15,0,0
Jacoby Ford,8.6,9,77,0,0,0,14,8,3
Tavon Austin,8.5,33,280,1,4,1,98,11,3
Trindon Holliday,8.5,32,271,1,3,1,81,11,5
Keenan Allen,8.3,15,125,0,3,0,28,13,1
LaVon Brazill,8.3,3,25,0,0,0,17,2,0
Damaris Johnson,8.3,12,100,0,1,0,21,12,1
Greg Jenkins,8.2,6,49,0,0,0,14,3,0
Rueben Randle,8.2,29,237,0,1,0,32,24,2
Adam Jones,8,11,88,0,1,0,27,0,0
Marcus Thigpen,7.8,34,264,0,3,0,34,20,2
Randall Cobb,7.7,3,23,0,0,0,16,5,0
Darius Reynaud,7.5,18,135,0,2,0,35,10,1
Phillip Adams,7.4,8,59,0,1,0,30,8,0
Josh Morgan,7.4,8,59,0,1,0,34,1,1
Chris Rainey,7.2,4,29,0,0,0,18,4,2
Santana Moss,7.2,18,130,0,0,0,18,8,1
Armanti Edwards,7,4,28,0,0,0,12,0,0
Wes Welker,7,10,70,0,1,0,27,2,1
Cole Beasley,6.8,10,68,0,0,0,14,3,0
Darren Sproles,6.7,29,194,0,2,0,28,21,1
Patrick Peterson,6,33,198,0,1,0,22,22,3
Eddie Royal,5.9,7,41,0,0,0,12,7,1
Harry Douglas,5.7,10,57,0,0,0,15,3,1
Leodis McKelvin,5.6,32,180,0,1,0,21,13,7
Ace Sanders,5.6,25,140,0,0,0,17,16,0
Chris Thompson,5.1,7,36,0,0,0,11,1,0
Kyle Williams,5.1,12,61,0,1,0,22,20,1
DeSean Jackson,5.1,14,71,0,2,0,32,8,0
Shiloh Keo,5,3,15,0,0,0,9,0,0
Davone Bess,4.8,4,19,0,0,0,11,14,1
Ryan Broyles,4,1,4,0,0,0,4,2,0
Kyle Wilson,3.2,4,13,0,0,0,6,4,0
Jayron Hosley,3,3,9,0,0,0,8,1,0
Damian Williams,3,4,12,0,0,0,8,3,2
Eric Decker,2,1,2,0,0,0,2,2,0
Devon Wylie,2,2,4,0,0,0,4,0,1
Will Blackmon,0.4,5,2,0,0,0,5,5,0
Robert Alford,0,1,0,0,0,0,0,1,1
Javier Arenas,0,1,0,0,0,0,0,0,1
Richie Brockel,0,1,0,0,0,0,0,0,1
Travaris Cadet,0,1,0,0,0,0,0,1,0
Tony Carter,0,1,0,0,0,0,0,0,1
Drayton Florence,0,1,0,0,0,0,0,0,1
Charles James,0,1,0,0,0,0,0,0,1
John Kuhn,0,1,0,0,0,0,0,0,1
Brandon LaFell,0,1,0,0,0,0,0,0,0
Trumaine McBride,0,1,0,0,0,0,0,0,1
Lance Moore,0,2,0,0,0,0,0,3,1
Jerome Murphy,0,1,0,0,0,0,0,0,0
Chase Reynolds,0,1,0,0,0,0,0,0,0
Josh Thomas,0,1,0,0,0,0,0,0,1
Nick Williams,0,1,0,0,0,0,0,1,1
Usama Young,0,1,0,0,0,0,0,0,0
Jack Crawford,-1,1,-1,0,0,0,-1,0,0
Richard Sherman,-6,1,-6,0,0,0,-6,0,1
