Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Matt Prater,114,7388,920,81,71,31,29.7,2,0,1,1
Stephen Gostkowski,99,6398,664,65,65.7,32,20.8,1,1,1,0
Steven Hauschka,94,6185,1056,48,51.1,44,24,0,0,1,0
Dan Bailey,93,5905,791,52,55.9,38,20.8,2,1,0,0
Nick Novak,92,6128,1797,18,19.6,73,24.6,0,0,1,0
Phil Dawson,91,6011,1080,38,41.8,53,20.4,0,0,0,0
Ryan Succop,91,5998,1025,47,51.6,42,24.4,0,0,2,0
Alex Henery,90,5641,1229,37,41.1,52,23.6,2,0,0,2
Robbie Gould,89,5258,887,38,42.7,46,19.3,4,0,1,1
Patrick McAfee,88,5850,1085,41,46.6,43,25.2,2,0,2,0
Jay Feely,86,5707,1298,33,38.4,53,24.5,0,0,0,0
Thomas Morstead,86,5600,830,52,60.5,33,25.2,1,1,0,0
Mike Nugent,86,5496,1219,32,37.2,52,23.4,1,0,1,0
Shaun Suisham,86,5201,1225,24,27.9,55,22.3,3,0,3,0
Blair Walsh,84,5392,1071,43,51.2,38,28.2,2,0,1,1
Dan Carpenter,83,5394,1122,34,41,48,23.4,1,0,0,0
Justin Tucker,82,5195,873,42,51.2,38,23,1,0,1,0
Rob Bironas,80,4891,1043,32,40,42,24.8,5,1,1,0
Graham Gano,80,5202,374,63,78.8,16,23.4,1,0,0,0
Matt Bosher,79,4902,571,50,63.3,23,24.8,6,3,0,0
Greg Zuerlein,78,5181,549,52,66.7,24,22.9,1,1,1,0
Sebastian Janikowski,74,4477,613,38,51.4,30,20.4,5,0,1,0
Caleb Sturgis,74,4915,811,38,51.4,35,23.2,0,0,1,0
Nick Folk,73,4584,938,30,41.1,42,22.3,1,0,0,0
Josh Brown,70,4478,717,35,50,32,22.4,2,0,0,0
Sam Martin,70,4708,757,38,54.3,29,26.1,0,0,3,0
Michael Koenen,69,4363,452,41,59.4,24,18.8,4,2,1,0
Randy Bullock,67,4499,982,29,43.3,38,25.8,0,0,0,0
Billy Cundiff,65,4131,510,42,64.6,20,25.5,3,0,0,0
Josh Scobee,63,4103,509,36,57.1,25,20.4,1,0,1,0
Mason Crosby,57,3520,966,13,22.8,42,23,1,1,1,0
Kai Forbath,57,3434,950,14,24.6,41,23.2,2,0,0,1
Tim Masthay,36,2394,611,17,47.2,19,32.2,0,0,0,1
David Akers,14,863,167,7,50,6,27.8,1,0,0,0
John Potter,14,865,88,8,57.1,5,17.6,1,0,0,0
Spencer Lanning,8,403,102,0,0,7,14.6,2,0,0,0
Jeff Locke,4,259,42,1,25,3,14,0,0,0,0
Johnny Hekker,3,69,-5,0,0,1,-5,2,0,1,0
Brett Kern,3,181,56,0,0,3,18.7,0,0,0,0
Brad Nortman,2,120,33,0,0,2,16.5,0,0,0,0
Britton Colquitt,1,62,16,0,0,1,16,0,0,0,0
Dustin Colquitt,1,77,23,0,0,1,23,0,0,0,0
Brandon Fields,1,53,15,0,0,1,15,0,0,0,0
Garrett Hartley,1,9,0,0,0,0,0,1,1,0,0
Shane Lechler,1,68,22,0,0,1,22,0,0,0,0
Andy Lee,1,53,24,0,0,1,24,0,0,0,0
Adam Podlesh,1,43,-4,0,0,1,-4,0,0,0,0
Sav Rocca,1,56,10,0,0,1,10,0,0,0,0
Steve Weatherford,1,49,4,0,0,1,4,0,0,0,0
Dave Zastudil,1,51,0,0,0,1,0,0,0,0,0
