Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
LeSean McCoy,1607,314,9,9,3,57,79,25.2,1
Matt Forte,1339,289,9,9,4,55,74,25.6,2
Jamaal Charles,1287,259,12,6,1,46,72,27.8,4
Alfred Morris,1275,276,7,10,1,45,57,20.6,5
Adrian Peterson,1266,279,10,8,3,78,59,21.2,3
Marshawn Lynch,1257,301,12,6,1,43,68,22.6,3
Ryan Mathews,1255,285,6,7,2,51,54,19,2
Eddie Lacy,1178,284,11,3,2,60,61,21.5,1
Frank Gore,1128,276,9,9,1,51,55,19.9,3
DeMarco Murray,1121,217,9,8,3,43,59,27.2,2
Chris Johnson,1077,279,6,5,0,30,54,19.4,2
Knowshon Moreno,1038,241,10,5,0,31,53,22,1
Reggie Bush,1006,223,4,6,0,39,46,20.6,5
Zac Stacy,973,250,7,5,1,40,47,18.8,1
C.J. Spiller,933,202,2,9,4,77,26,12.9,4
Fred Jackson,890,206,9,1,1,59,54,26.2,2
Le'Veon Bell,860,244,8,4,1,43,48,19.7,1
DeAngelo Williams,843,201,3,6,1,43,35,17.4,1
Chris Ivory,833,182,3,8,2,69,34,18.7,2
Maurice Jones-Drew,803,234,5,5,2,48,43,18.4,1
Stevan Ridley,773,178,7,3,0,29,39,21.9,3
LeGarrette Blount,772,153,7,5,1,47,35,22.9,3
Ben Tate,771,181,4,3,1,60,33,18.2,4
BenJarvus Green-Ellis,756,220,7,1,0,25,48,21.8,2
Rashad Jennings,733,163,6,4,1,80,34,20.9,0
Lamar Miller,709,177,2,4,2,49,26,14.7,1
Bilal Powell,697,176,1,3,0,39,35,19.9,1
Giovani Bernard,695,170,5,3,0,35,32,18.8,1
Rashard Mendenhall,687,217,8,1,0,28,43,19.8,4
Ray Rice,660,214,4,1,1,47,28,13.1,2
Andre Ellington,652,118,3,8,1,80,27,22.9,1
Joique Bell,650,166,8,1,0,20,43,25.9,4
Cam Newton,585,111,6,2,1,56,45,40.5,1
Terrelle Pryor,576,83,2,8,1,93,27,32.5,2
Bobby Rainey,566,150,5,3,2,80,23,15.3,1
Trent Richardson,563,188,3,1,0,22,28,14.9,2
Montee Ball,559,120,4,3,1,45,35,29.2,2
Pierre Thomas,549,147,2,0,0,18,31,21.1,0
Steven Jackson,543,157,6,3,1,50,26,16.6,0
Arian Foster,542,121,1,2,0,23,31,25.6,0
Russell Wilson,539,96,1,4,0,27,31,32.3,2
Donald Brown,537,102,6,4,2,51,20,19.6,0
Colin Kaepernick,524,92,4,4,0,28,28,30.4,3
James Starks,493,89,3,6,1,41,27,30.3,1
Andre Brown,492,139,3,1,0,23,31,22.3,3
Robert Griffin III,489,86,0,4,0,26,24,27.9,5
Doug Martin,456,127,1,2,0,28,16,12.6,1
Bernard Pierce,436,152,2,2,0,28,20,13.2,0
Alex Smith,431,76,1,5,0,26,23,30.3,3
Danny Woodhead,429,106,2,0,0,14,26,24.5,1
