Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,139,56.3,72,21.6,882
Bills,0,0,0,0,153,52.4,110,23.7,1017
Bears,0,0,0,0,157,57.7,122,25.2,1025
Bengals,0,0,0,0,158,62,131,24.4,1044
Browns,0,0,0,0,172,59.1,109,23,986
Cowboys,0,0,0,0,176,61.1,92,19.8,1016
Broncos,0,0,0,0,173,60.7,133,26.1,1071
Lions,0,0,0,0,156,56.7,81,20.4,933
Packers,0,0,0,0,134,57.3,96,20.6,964
Oilers,0,0,0,0,152,63.3,117,24.1,1000
Colts,0,0,0,0,137,53.7,125,25.2,968
Chiefs,0,0,0,0,141,59.8,99,23.6,898
Rams,0,0,0,0,136,61.8,118,23,957
Raiders,0,0,0,0,157,63.6,108,22.7,985
Dolphins,0,0,0,0,197,58.3,110,27,1005
Vikings,0,0,0,0,136,58.6,130,27,981
Patriots,0,0,0,0,158,67,84,16.4,986
Saints,0,0,0,0,150,66.1,128,22.5,1009
Giants,0,0,0,0,168,63.4,80,18.2,998
Jets,0,0,0,0,168,55.6,97,21.2,1042
Eagles,0,0,0,0,153,54.1,113,22.2,1105
Cardinals,0,0,0,0,189,62,115,24.9,1044
Steelers,0,0,0,0,125,63.1,116,22.4,973
Chargers,0,0,0,0,176,58.1,68,17.2,954
49ers,0,0,0,0,202,62.7,134,25.6,1054
Seahawks,0,0,0,0,155,65.4,120,24.2,938
Buccaneers,0,0,0,0,167,63.3,61,15.5,954
Redskins,0,0,0,0,153,61.9,120,24,1006
