Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Giants,98,6211,12,12.2,85,22,0,0,1,1
Bengals,91,5476,2,2.2,85,21,2,0,2,1
Colts,90,5539,1,1.1,89,22.2,0,0,0,1
Seahawks,89,5600,4,4.5,82,22,1,0,2,1
Chiefs,88,5363,2,2.3,83,24.7,4,0,1,1
Chargers,88,5365,4,4.6,83,22.4,1,0,0,0
Panthers,86,5430,3,3.5,80,21.3,1,0,3,0
Cardinals,86,5642,23,26.7,60,28.3,2,0,1,3
Steelers,84,5105,5,6,77,21.9,2,0,0,0
Broncos,83,5372,14,16.9,67,25.3,0,0,2,0
Patriots,81,4992,10,12.4,68,21.9,1,0,1,0
Rams,80,5067,6,7.5,70,25.4,4,2,0,0
Jaguars,79,5189,20,25.3,56,23.7,1,1,2,0
Redskins,78,4629,1,1.3,72,20.9,1,0,3,0
Falcons,77,4888,14,18.2,59,19.3,2,0,2,0
Cowboys,74,4694,6,8.1,66,21.7,1,0,1,0
Dolphins,74,4944,16,21.6,56,25.4,1,0,1,0
Vikings,73,4324,0,0,67,21.1,5,0,1,0
Eagles,73,4441,5,6.8,67,21.1,1,0,1,1
Titans,72,4584,11,15.3,57,22.6,3,0,2,0
Bills,70,4263,2,2.9,64,20.4,3,1,1,1
Raiders,70,4351,11,15.7,56,24.4,2,0,2,0
Ravens,69,4136,3,4.4,62,21.8,3,0,1,0
Packers,69,4202,3,4.4,65,21.6,1,0,0,0
Texans,69,4447,11,15.9,55,21.7,1,0,0,0
Buccaneers,69,4328,5,7.2,63,21.7,0,0,1,1
Saints,66,4249,5,7.6,61,23,0,0,0,0
Bears,65,4016,2,3.1,63,19.9,0,0,0,0
Jets,63,3741,1,1.6,60,20.8,1,0,2,0
Lions,62,3779,5,8.1,55,22.5,1,0,1,1
49ers,62,3672,8,12.9,48,20,5,3,1,0
Browns,61,3653,3,4.9,56,21.1,3,0,0,0
