Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Garo Yepremian,75,0,0,16,21.3,0,0,0,0,0,0
Mike Clark,72,0,0,9,12.5,0,0,0,0,0,0
Bruce Gossett,70,0,0,9,12.9,0,0,0,0,0,0
Curt Knight,70,0,0,9,12.9,0,0,0,0,0,0
Jan Stenerud,70,0,0,24,34.3,0,0,0,0,0,0
Jim O'Brien,69,0,0,7,10.1,0,0,0,0,0,0
Errol Mann,68,0,0,3,4.4,0,0,0,0,0,0
Dennis Partee,67,0,0,11,16.4,0,0,0,0,0,0
David Ray,66,0,0,8,12.1,0,0,0,0,0,0
Horst Muhlmann,65,0,0,26,40,0,0,0,0,0,0
Jerry DePoyster,63,0,0,16,25.4,0,0,0,0,0,0
Bill Bell,61,0,0,9,14.8,0,0,0,0,0,0
Don Cockroft,61,0,0,7,11.5,0,0,0,0,0,0
Fred Cox,61,0,0,11,18,0,0,0,0,0,0
Roy Gerela,59,0,0,16,27.1,0,0,0,0,0,0
Jim Bakken,58,0,0,4,6.9,0,0,0,0,0,0
Mark Moseley,55,0,0,17,30.9,0,0,0,0,0,0
Charlie Gogolak,54,0,0,5,9.3,0,0,0,0,0,0
Dave Washington,52,0,0,14,26.9,0,0,0,0,0,0
Bobby Howfield,50,0,0,15,30,0,0,0,0,0,0
Mac Percival,46,0,0,15,32.6,0,0,0,0,0,0
Pete Gogolak,44,0,0,5,11.4,0,0,0,0,0,0
Lou Michaels,44,0,0,4,9.1,0,0,0,0,0,0
Tom Dempsey,31,0,0,7,22.6,0,0,0,0,0,0
John Leypoldt,29,0,0,6,20.7,0,0,0,0,0,0
Charlie Durkee,28,0,0,1,3.6,0,0,0,0,0,0
Dick Absher,25,0,0,6,24,0,0,0,0,0,0
Happy Feller,25,0,0,1,4,0,0,0,0,0,0
Grant Guthrie,18,0,0,1,5.6,0,0,0,0,0,0
Tim Webster,17,0,0,1,5.9,0,0,0,0,0,0
Toni Fritsch,10,0,0,3,30,0,0,0,0,0,0
Skip Butler,9,0,0,0,0,0,0,0,0,0,0
Braden Beck,5,0,0,1,20,0,0,0,0,0,0
Jim Turner,5,0,0,0,0,0,0,0,0,0,0
Wayne Walker,5,0,0,1,20,0,0,0,0,0,0
Rod Sherman,4,0,0,0,0,0,0,0,0,0,0
Mike Eischeid,3,0,0,1,33.3,0,0,0,0,0,0
George Blanda,2,0,0,0,0,0,0,0,0,0,0
Bobby Joe Green,2,0,0,1,50,0,0,0,0,0,0
Spike Jones,2,0,0,0,0,0,0,0,0,0,0
Bobby Walden,2,0,0,0,0,0,0,0,0,0,0
Tom Blanchard,1,0,0,0,0,0,0,0,0,0,0
Chuck Latourette,1,0,0,0,0,0,0,0,0,0,0
Milt Morin,1,0,0,0,0,0,0,0,0,0,0
Herman Weaver,1,0,0,0,0,0,0,0,0,0,0
Jerrel Wilson,1,0,0,0,0,0,0,0,0,0,0
