Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Craig Morton,1131,7.9,143,78,54.6,7,8,73.5,7,4.9,0,0,76,9,76
Steve Ramsey,1120,6.3,178,84,47.2,5,13,46.6,25,14,0,0,47,13,105
Don Horn,1056,6.1,173,89,51.4,3,14,42.4,40,23.1,0,0,74,8,67
Pete Beathard,1030,7.3,141,60,42.6,6,12,46.7,21,14.9,0,0,80,6,46
Johnny Unitas,942,5.4,176,92,52.3,3,9,52.3,29,16.5,0,0,35,15,129
Gary Cuozzo,842,5,168,75,44.6,6,8,52.2,38,22.6,0,0,52,13,97
Ken Anderson,777,5.9,131,72,55,5,4,72.6,16,12.2,0,0,44,23,159
Kent Nix,760,5.6,137,51,37.2,6,10,40.4,11,8,0,0,45,10,91
Bob Davis,624,5.2,121,49,40.5,10,8,57.3,21,17.4,0,0,44,14,92
Bob Lee,598,6.6,90,45,50,2,4,60.3,22,24.4,0,0,51,8,91
Charley Johnson,592,6.3,94,46,48.9,3,7,48.7,10,10.6,0,0,70,8,61
Rick Arrington,576,4.9,118,55,46.6,2,5,49.3,5,4.2,0,0,65,13,95
Joe Namath,537,9.1,59,28,47.5,5,6,68.2,8,13.6,0,0,74,0,0
James Harris,512,5,103,51,49.5,1,6,43,9,8.7,0,0,62,16,145
Randy Johnson,477,6.4,74,41,55.4,3,3,71.7,18,24.3,0,0,45,13,116
Norm Snead,470,6.3,75,37,49.3,1,6,40.4,18,24,0,0,55,7,67
Dick Shiner,463,8.1,57,30,52.6,5,5,72.5,15,26.3,0,0,47,10,89
Al Woodall,395,4.1,97,42,43.3,0,2,46.5,14,14.4,0,0,26,9,85
George Blanda,378,6.5,58,32,55.2,4,6,58.6,0,0,0,0,37,2,26
Jack Concannon,334,4.3,77,42,54.6,0,3,49.4,5,6.5,0,0,28,8,61
Lynn Dickey,315,5.5,57,19,33.3,0,9,13.3,0,0,0,0,42,3,21
Zeke Bratkowski,298,8,37,19,51.4,4,3,80.7,0,0,0,0,50,1,12
Bart Starr,286,6.4,45,24,53.3,0,3,45.2,6,13.3,0,0,31,6,64
Ken Stabler,268,5.6,48,24,50,1,4,39.2,7,14.6,0,0,23,4,37
Bill Munson,216,5.7,38,21,55.3,1,1,69.6,2,5.3,0,0,34,1,5
Mike Phipps,179,3.8,47,13,27.7,1,4,14.6,0,0,0,0,39,0,0
Sonny Jurgensen,170,6.1,28,16,57.1,0,2,45.2,0,0,0,0,30,1,8
Terry Hanratty,159,5.5,29,7,24.1,2,3,33.3,0,0,0,0,40,3,32
George Mira,159,5.3,30,11,36.7,1,1,51.9,0,0,0,0,43,2,17
Mike Livingston,130,4.6,28,12,42.9,0,0,57.1,0,0,0,0,36,4,39
Marty Domres,97,8.1,12,7,58.3,1,3,72.6,1,8.3,0,0,25,3,26
Mike Montgomery,80,13.3,6,3,50,1,0,135.4,1,16.7,0,0,33,0,0
Jerry Rhome,66,3.7,18,5,27.8,1,1,37.7,1,5.6,0,0,43,1,10
Mike Garrett,53,53,1,1,100,0,0,118.8,1,100,0,0,53,0,0
Jim Braxton,49,16.3,3,1,33.3,0,0,81.9,1,33.3,0,0,49,0,0
Bobby Anderson,48,16,3,1,33.3,0,0,81.9,1,33.3,0,0,48,1,6
Bob Gladieux,48,24,2,1,50,0,0,95.8,1,50,0,0,48,0,0
Steve Spurrier,46,11.5,4,1,25,0,0,75,0,0,0,0,46,0,0
Ed Podolak,42,21,2,2,100,0,0,118.8,0,0,0,0,23,0,0
Frank Patrick,39,7.8,5,1,20,0,1,20,0,0,0,0,39,0,0
Marlin Briscoe,36,18,2,1,50,0,0,95.8,0,0,0,0,36,0,0
Woody Campbell,34,17,2,2,100,2,0,158.3,1,50,0,0,20,0,0
Billy Lothridge,27,27,1,1,100,0,0,118.8,1,100,0,0,27,0,0
Dan Reeves,24,4.8,5,2,40,0,1,15.8,0,0,0,0,14,0,0
Leroy Kelly,23,5.8,4,1,25,0,0,51,0,0,0,0,23,0,0
Don Shy,23,23,1,1,100,1,0,158.3,1,100,0,0,23,1,5
Jack Gehrke,19,9.5,2,1,50,0,0,83.3,0,0,0,0,19,0,0
Tom Blanchard,18,18,1,1,100,0,0,118.8,0,0,0,0,18,0,0
John Huarte,18,3,6,2,33.3,0,0,42.4,0,0,0,0,26,1,5
Bob Leahy,18,1.6,11,3,27.3,0,1,1.7,0,0,0,0,9,1,3
Dave Lewis,18,1.8,10,3,30,0,0,39.6,0,0,0,0,13,4,22
Ronnie Bull,15,15,1,1,100,0,0,118.8,0,0,0,0,15,0,0
Bobby Joe Green,13,6.5,2,1,50,0,0,70.8,0,0,0,0,13,0,0
Bobby Walden,10,10,1,1,100,0,0,108.3,0,0,0,0,10,0,0
Donny Anderson,9,2.2,4,2,50,1,0,95.8,1,25,0,0,5,0,0
Fred Willis,8,4,2,1,50,0,0,60.4,0,0,0,0,8,0,0
Jim Ward,4,4,1,1,100,0,0,83.3,0,0,0,0,4,0,0
Sonny Davis,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bobby Duhon,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bob Grim,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Leo Hart,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Calvin Hill,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Floyd Little,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tom Matte,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,12
Steve O'Neal,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Roy Shivers,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
O.J. Simpson,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Duane Thomas,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Billy Van Heusen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bob Wallace,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Larry Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
