Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Fred Biletnikoff,61,929,9,0,0,49,0,0,0,0,0
Bob Tucker,59,791,4,0,0,63,0,0,0,0,0
Otis Taylor,57,1110,7,0,0,82,0,0,0,0,0
Ted Kwalick,52,664,5,0,0,42,0,0,0,0,0
Randy Vataha,51,872,9,0,0,88,0,0,0,0,0
John Fuqua,49,427,1,0,0,40,0,0,0,0,0
Ron Shanklin,49,652,6,0,0,42,0,0,0,0,0
Harold Jackson,47,716,3,0,0,69,0,0,0,0,0
Roy Jefferson,47,701,4,0,0,70,0,0,0,0,0
Dave Smith,47,663,5,0,0,49,0,0,0,0,0
George Farmer,46,737,5,0,0,64,0,0,0,0,0
Gene Washington,46,884,4,0,0,71,0,0,0,0,0
Bob Grim,45,691,7,0,0,55,0,0,0,0,0
Fair Hooker,45,649,1,0,0,48,0,0,0,0,0
Marlin Briscoe,44,603,5,0,0,75,0,0,0,0,0
Dick Gordon,43,610,5,0,0,45,0,0,0,0,0
Paul Warfield,43,996,11,0,0,86,0,0,0,0,0
Gary Garrison,42,889,6,0,0,77,0,0,0,0,0
John Gilliam,42,837,3,0,0,54,0,0,0,0,0
Mike Garrett,41,283,3,0,0,40,0,0,0,0,0
Billy Parks,41,609,4,0,0,56,0,0,0,0,0
Walt Garrison,40,396,1,0,0,36,0,0,0,0,0
Jim Kiick,40,338,0,0,0,27,0,0,0,0,0
Milt Morin,40,581,2,0,0,31,0,0,0,0,0
Joe Morrison,40,411,1,0,0,45,0,0,0,0,0
Bob Trumpy,40,531,3,0,0,44,0,0,0,0,0
Jim Beirne,38,550,1,0,0,40,0,0,0,0,0
Lance Rentzel,38,534,5,0,0,41,0,0,0,0,0
Danny Abramowicz,37,657,5,0,0,63,0,0,0,0,0
Bobby Anderson,37,353,1,0,0,31,0,0,0,0,0
Ben Hawkins,37,650,4,0,0,65,0,0,0,0,0
Jack Snow,37,666,5,0,0,68,0,0,0,0,0
Wayne Patrick,36,327,0,0,0,62,0,0,0,0,0
Ed Podolak,36,252,0,0,0,23,0,0,0,0,0
John Riggins,36,231,2,0,0,32,0,0,0,0,0
Vic Washington,36,317,4,0,0,40,0,0,0,0,0
Bob Hayes,35,840,8,0,0,85,0,0,0,0,0
Dave Parks,35,568,5,0,0,42,0,0,0,0,0
Lance Alworth,34,487,2,0,0,26,0,0,0,0,0
Art Malone,34,380,2,0,0,46,0,0,0,0,0
Ken Burrow,33,741,6,0,0,84,0,0,0,0,0
Jim Mitchell,33,593,5,0,0,43,0,0,0,0,0
Tom Mitchell,33,402,0,0,0,35,0,0,0,0,0
Willie Ellison,32,238,0,0,0,49,0,0,0,0,0
Steve Owens,32,350,2,0,0,74,0,0,0,0,0
Carroll Dale,31,598,4,0,0,77,1,3.2,0,0,0
Charlie Joiner,31,681,7,0,0,70,0,0,0,0,0
Charlie Sanders,31,502,5,0,0,49,0,0,0,0,0
Larry Smith,31,324,0,0,0,34,0,0,0,0,0
Mike Ditka,30,360,1,0,0,29,0,0,0,0,0
Clifton McNeil,30,453,3,0,0,36,0,0,0,0,0
Bo Scott,30,233,1,0,0,35,0,0,0,0,0
Larry Walton,30,491,5,0,0,60,0,0,0,0,0
MacArthur Lane,29,298,0,0,0,34,0,0,0,0,0
Tom Matte,29,239,0,0,0,34,0,0,0,0,0
Raymond Chester,28,442,7,0,0,67,0,0,0,0,0
Mike Montgomery,28,361,2,0,0,39,0,0,0,0,0
Don Herrmann,27,297,1,0,0,22,0,0,0,0,0
Billy Masters,27,382,1,0,0,25,0,0,0,0,0
Rich McGeorge,27,463,4,0,0,50,0,0,0,0,0
Chip Myers,27,286,1,0,0,20,0,0,0,0,0
Pettis Norman,27,358,1,0,0,30,0,0,0,0,0
Frank Pitts,27,487,4,0,0,53,0,0,0,0,0
Bob Wallace,27,400,2,0,0,58,0,0,0,0,0
Ken Willard,27,202,1,0,0,33,0,0,0,0,0
Donny Anderson,26,306,1,0,0,39,0,0,0,0,0
Rich Caster,26,454,6,0,0,57,1,3.8,0,0,0
Boyd Dowler,26,352,0,0,0,30,0,0,0,0,0
Les Josephson,26,230,2,0,0,29,0,0,0,0,0
Floyd Little,26,255,0,0,0,74,0,0,0,0,0
Altie Taylor,26,270,1,0,0,64,0,0,0,0,0
Elmo Wright,26,528,3,0,0,69,0,0,0,0,0
Norm Bulaich,25,229,2,0,0,30,0,0,0,0,0
Ken Burrough,25,370,1,0,0,62,0,0,0,0,0
Bobby Duhon,25,266,0,0,0,26,0,0,0,0,0
Eddie Hinton,25,436,2,0,0,33,0,0,0,0,0
Leroy Kelly,25,252,2,0,0,29,0,0,0,0,0
Dave Osborn,25,195,1,0,0,25,0,0,0,0,0
Alvin Reed,25,408,1,0,0,36,0,0,0,0,0
Jerry Simmons,25,403,1,0,0,47,0,0,0,0,0
Lee Bouggess,24,170,1,0,0,27,0,0,0,0,0
Rich Houston,24,426,4,0,0,81,0,0,0,0,0
Ray Perkins,24,424,4,0,0,64,0,0,0,0,0
Charley Taylor,24,370,4,0,0,71,0,0,0,0,0
Fred Willis,24,223,0,0,0,29,0,0,0,0,0
Eric Crabtree,23,222,3,0,0,31,0,0,0,0,0
Haven Moses,23,470,2,0,0,73,0,0,0,0,0
Jeff Queen,23,270,3,0,0,54,0,0,0,0,0
Howard Twilley,23,349,4,0,0,41,0,0,0,0,0
Carl Garrett,22,265,1,0,0,80,0,0,0,0,0
Marv Hubbard,22,167,1,0,0,31,0,0,0,0,0
Jess Phillips,22,125,1,0,0,19,0,0,0,0,0
Morris Stroud,22,454,1,0,0,54,0,0,0,0,0
Speedy Thomas,22,327,2,0,0,90,0,0,0,0,0
Bruce Coslet,21,356,4,0,0,71,0,0,0,0,0
Tucker Frederickson,21,114,1,0,0,20,0,0,0,0,0
Jerry LeVias,21,265,1,0,0,37,0,0,0,0,0
Don Maynard,21,408,2,0,0,74,2,9.5,0,0,0
Earl McCullouch,21,552,3,0,0,76,0,0,0,0,0
Bob Newland,21,319,0,0,0,44,0,0,0,0,0
O.J. Simpson,21,162,0,0,0,38,0,0,0,0,0
Jackie Smith,21,379,4,0,0,61,0,0,0,0,0
Bob Adams,20,160,0,0,0,21,0,0,0,0,0
Woody Campbell,20,179,0,0,0,24,0,0,0,0,0
Harold Carmichael,20,288,0,0,0,50,0,0,0,0,0
Wes Chesson,20,224,0,0,0,24,0,0,0,0,0
Charlie Harraway,20,121,0,0,0,20,0,0,0,0,0
Preston Pearson,20,246,2,0,0,41,0,0,0,0,0
Doug Cunningham,19,188,0,0,0,28,0,0,0,0,0
Doug Dressler,19,145,0,0,0,26,0,0,0,0,0
Dwight Harrison,19,265,2,0,0,43,0,0,0,0,0
Calvin Hill,19,244,3,0,0,27,0,0,0,0,0
Robert Holmes,19,154,0,0,0,22,0,0,0,0,0
Don Shy,19,163,0,0,0,25,0,0,0,0,0
Harmon Wages,19,249,1,0,0,47,0,0,0,0,0
Jim Braxton,18,141,0,0,0,25,0,0,0,0,0
Mel Gray,18,534,4,0,0,80,0,0,0,0,0
Jim Nance,18,95,0,0,0,12,0,0,0,0,0
Dick Witcher,18,250,3,0,0,50,0,0,0,0,0
Warren Bankston,17,148,0,0,0,31,0,0,0,0,0
Jim Grabowski,17,100,0,0,0,25,0,0,0,0,0
Bob Gresham,17,203,0,0,0,37,0,0,0,0,0
Larry Brown,16,176,2,0,0,36,0,0,0,0,0
Wendell Hayes,16,150,1,0,0,26,0,0,0,0,0
