Team,FF,FR,FR TD
Cowboys,20,10,0
Buccaneers,18,13,3
Jaguars,17,12,5
Rams,17,10,0
Saints,17,5,1
Cardinals,17,6,1
49ers,17,10,0
Ravens,16,12,2
Bills,16,7,2
Lions,16,13,2
Panthers,15,11,1
Bears,14,14,1
Browns,14,6,0
Eagles,14,10,4
Texans,13,5,2
Chargers,13,9,1
Seahawks,13,9,1
Falcons,12,8,2
Chiefs,12,10,3
Raiders,12,9,0
Giants,12,6,0
Steelers,12,6,0
Redskins,12,7,0
Titans,11,9,1
Colts,11,7,0
Packers,10,10,1
Dolphins,9,6,2
Patriots,9,5,0
Jets,9,9,0
Broncos,8,7,2
Vikings,8,5,0
Bengals,4,2,0
