Team,FF,FR,FR TD
Falcons,0,16,3
Bills,0,20,0
Bears,0,14,1
Bengals,0,22,0
Browns,0,10,0
Cowboys,0,20,1
Broncos,0,12,1
Lions,0,11,0
Packers,0,14,0
Oilers,0,13,1
Colts,0,17,0
Chiefs,0,15,3
Rams,0,17,0
Raiders,0,17,3
Dolphins,0,17,1
Vikings,0,14,0
Patriots,0,10,2
Saints,0,12,1
Giants,0,23,0
Jets,0,9,1
Eagles,0,10,1
Cardinals,0,14,0
Steelers,0,14,0
Chargers,0,18,0
49ers,0,17,0
Seahawks,0,11,0
Buccaneers,0,13,2
Redskins,0,12,0
