Team,FF,FR,FR TD
Eagles,9,5,0
Colts,8,4,1
Steelers,8,4,1
Vikings,7,2,1
Titans,6,3,0
Bills,5,2,0
Cowboys,5,2,1
Texans,5,2,0
Jaguars,5,5,0
Chiefs,4,4,0
Dolphins,4,3,0
Patriots,4,1,0
Seahawks,4,3,0
Buccaneers,4,4,0
Commanders,4,3,0
Falcons,3,1,0
Chargers,3,4,0
Ravens,2,1,0
Bears,2,0,0
Bengals,2,1,0
Browns,2,2,0
Broncos,2,1,1
Lions,2,1,0
Rams,2,1,0
Jets,2,1,0
Cardinals,2,2,1
Panthers,1,0,0
Packers,1,1,0
Saints,1,1,0
Giants,1,0,0
Raiders,0,0,0
49ers,0,0,0
