Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,80,57.1,102,17.5,0
Bills,0,0,0,0,141,63.8,93,20.7,0
Bears,0,0,0,0,94,58.4,141,23.5,0
Bengals,0,0,0,0,112,58.3,110,22.5,0
Browns,0,0,0,0,119,57.2,119,23.3,0
Cowboys,0,0,0,0,136,63.3,118,20.9,0
Broncos,0,0,0,0,107,65.6,101,19.3,0
Lions,0,0,0,0,103,53.9,94,19.6,0
Packers,0,0,0,0,91,55.5,81,17.3,0
Oilers,0,0,0,0,91,50.3,112,22,0
Colts,0,0,0,0,136,60.7,111,19.6,0
Chiefs,0,0,0,0,110,57.9,95,20.8,0
Rams,0,0,0,0,112,61.5,139,22.4,0
Raiders,0,0,0,0,125,67.9,156,22.9,0
Dolphins,0,0,0,0,107,58.8,143,27.6,0
Vikings,0,0,0,0,126,55.3,110,21.6,0
Patriots,0,0,0,0,101,63.1,132,21.9,0
Saints,0,0,0,0,96,57.8,115,23.8,0
Giants,0,0,0,0,73,54.5,105,19.2,0
Jets,0,0,0,0,96,56.5,83,19,0
Eagles,0,0,0,0,100,59.9,98,20.2,0
Cardinals,0,0,0,0,117,60,114,22.5,0
Steelers,0,0,0,0,124,71.7,122,21,0
Chargers,0,0,0,0,121,58.7,93,19.1,0
49ers,0,0,0,0,81,59.6,126,22.3,0
Seahawks,0,0,0,0,116,66.3,116,25.2,0
Buccaneers,0,0,0,0,69,52.7,84,18.1,0
Redskins,0,0,0,0,124,67.8,79,15.7,0
