Team,FF,FR,FR TD
49ers,21,18,1
Seahawks,19,28,2
Redskins,19,26,2
Bills,15,17,1
Rams,15,20,0
Falcons,14,15,2
Bears,14,17,1
Patriots,14,19,0
Cowboys,13,21,2
Broncos,13,20,1
Dolphins,13,17,0
Vikings,13,23,1
Buccaneers,13,18,1
Eagles,12,15,0
Steelers,12,17,3
Lions,11,15,0
Colts,11,16,2
Jets,11,14,1
Chiefs,9,21,1
Raiders,9,16,1
Saints,9,16,0
Bengals,8,16,1
Oilers,7,15,0
Giants,7,13,1
Browns,6,10,0
Packers,6,12,2
Cardinals,4,20,3
Chargers,3,17,0
