Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,139,27.9,1023
Bills,0,0,0,0,148,26.2,1081
Bears,0,0,0,0,114,23.6,1024
Bengals,0,0,0,0,97,22.6,972
Browns,0,0,0,0,138,26.1,1029
Cowboys,0,0,0,0,83,20.2,1026
Broncos,0,0,0,0,118,23.2,1094
Lions,0,0,0,0,135,26.8,1061
Packers,0,0,0,0,173,29,1157
Oilers,0,0,0,0,161,28,1031
Colts,0,0,0,0,123,23.8,1046
Chiefs,0,0,0,0,135,24.4,1090
Rams,0,0,0,0,118,24.1,1079
Raiders,0,0,0,0,85,19.5,1024
Dolphins,0,0,0,0,119,25.9,987
Vikings,0,0,0,0,148,25.6,1104
Patriots,0,0,0,0,131,23.9,1101
Saints,0,0,0,0,109,23.1,1024
Giants,0,0,0,0,97,19.3,1040
Jets,0,0,0,0,125,22.8,1057
Eagles,0,0,0,0,146,23.1,1097
Cardinals,0,0,0,0,111,25.1,1021
Steelers,0,0,0,0,102,20,1006
Chargers,0,0,0,0,138,25,1124
49ers,0,0,0,0,99,22,1031
Seahawks,0,0,0,0,125,24.5,1073
Buccaneers,0,0,0,0,123,21.9,1095
Redskins,0,0,0,0,74,21.2,971
