Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Cowboys,16,1040,16,100,0,0,0,0,0,0
Eagles,13,839,11,84.6,2,31,0,0,0,0
49ers,13,832,8,61.5,4,27.8,0,0,1,0
Falcons,12,792,10,83.3,2,27.5,0,0,0,0
Bills,12,770,9,75,3,23,0,0,0,0
Rams,12,760,10,83.3,2,25,0,0,0,0
Dolphins,12,780,12,100,0,0,0,0,0,0
Chargers,12,780,12,100,0,0,0,0,0,0
Browns,11,699,8,72.7,3,15,0,0,0,0
Packers,11,718,6,54.6,5,20.6,0,0,0,0
Titans,11,708,5,45.4,6,22.3,0,0,0,0
Cardinals,11,717,10,90.9,1,21,0,0,0,0
Ravens,10,650,10,100,0,0,0,0,0,0
Broncos,10,551,8,80,0,0,2,0,0,0
Lions,10,634,7,70,3,22.3,0,0,0,0
Colts,10,641,7,70,3,19,0,0,0,0
Saints,10,650,10,100,0,0,0,0,0,0
Seahawks,10,630,8,80,1,8,0,0,0,0
Buccaneers,10,648,9,90,1,15,0,0,0,0
Commanders,10,650,10,100,0,0,0,0,0,0
Bears,9,536,6,66.7,2,27.5,1,0,0,0
Jaguars,9,575,7,77.8,2,16.5,0,0,0,0
Chiefs,9,585,9,100,0,0,0,0,0,0
Vikings,9,539,7,77.8,1,23,1,0,0,0
Jets,9,566,8,88.9,1,0,0,0,0,0
Panthers,8,466,5,62.5,2,23.5,1,0,0,0
Texans,8,517,5,62.5,1,18,0,0,0,0
Patriots,8,504,7,87.5,1,11,0,0,0,0
Steelers,8,520,8,100,0,0,0,0,0,0
Bengals,7,455,7,100,0,0,0,0,0,0
Raiders,7,469,4,57.1,3,32,0,0,0,0
Giants,7,454,6,85.7,1,19,0,0,0,0
