Team,FF,FR,FR TD
Steelers,13,8,1
Vikings,12,4,2
Eagles,11,5,0
Bills,9,5,0
Colts,9,5,1
Jaguars,9,7,0
Broncos,8,5,1
Titans,8,4,0
Texans,8,5,0
Chiefs,8,7,0
Bears,7,3,0
Browns,7,5,1
Dolphins,7,4,0
Buccaneers,7,6,0
Commanders,7,7,0
Ravens,6,3,0
Cowboys,6,3,1
Jets,6,5,1
Cardinals,6,5,1
Seahawks,6,4,0
Falcons,5,3,0
Lions,5,3,0
Patriots,5,3,0
Giants,5,4,0
Bengals,4,3,0
Rams,4,2,0
Chargers,4,6,0
49ers,4,2,0
Raiders,3,2,0
Panthers,2,1,0
Packers,2,2,0
Saints,2,4,0
