Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Redskins,25,33,75.8,2_2,5_5,9_8,14_9,0_0,0_0,53,1
Patriots,23,33,69.7,0_0,6_6,13_11,14_6,0_0,0_0,47,2
Eagles,23,31,74.2,1_1,5_5,8_7,10_7,0_0,0_0,59,1
Bills,21,33,63.6,1_1,8_8,12_8,12_4,0_0,0_0,42,1
Oilers,21,25,84,0_0,7_7,6_5,10_7,0_0,0_0,51,1
Dolphins,21,29,72.4,0_0,8_8,14_9,4_2,0_0,0_0,53,2
49ers,20,24,83.3,2_2,7_6,8_7,7_5,0_0,0_0,47,2
Cowboys,19,29,65.5,0_0,7_7,11_7,8_3,0_0,0_0,51,1
Seahawks,19,23,82.6,1_1,8_7,6_5,7_6,0_0,0_0,49,2
Raiders,18,27,66.7,2_1,7_7,10_7,7_3,0_0,0_0,47,1
Steelers,18,30,60,0_0,6_6,11_6,12_6,0_0,0_0,46,1
Browns,17,29,58.6,0_0,6_5,12_8,8_3,0_0,0_0,51,1
Bears,16,27,59.3,1_1,7_4,11_9,7_2,0_0,0_0,44,1
Saints,16,21,76.2,2_1,7_7,6_5,6_3,0_0,0_0,44,1
Jets,16,30,53.3,2_1,7_6,14_8,7_1,0_0,0_0,42,2
Chargers,16,26,61.5,0_0,8_7,9_7,6_2,0_0,0_0,42,1
Colts,14,28,50,1_0,10_7,8_5,9_2,0_0,0_0,41,0
Falcons,13,25,52,0_0,11_9,6_1,7_3,0_0,0_0,48,1
Bengals,13,23,56.5,0_0,6_4,7_3,8_4,0_0,0_0,55,0
Broncos,13,21,61.9,1_1,9_7,8_4,3_1,0_0,0_0,49,1
Rams,13,25,52,1_1,5_5,6_2,12_5,0_0,0_0,49,5
Vikings,13,22,59.1,0_0,5_3,7_5,10_5,0_0,0_0,44,1
Packers,12,20,60,0_0,5_4,8_5,6_3,0_0,0_0,46,0
Chiefs,12,23,52.2,1_0,6_4,4_3,10_5,0_0,0_0,46,3
Cardinals,12,26,46.2,0_0,7_7,5_1,12_3,0_0,0_0,51,2
Buccaneers,11,19,57.9,1_1,4_3,9_5,5_2,0_0,0_0,44,1
Lions,10,18,55.6,0_0,4_4,4_4,8_2,0_0,0_0,46,1
Giants,9,20,45,0_0,3_3,3_2,11_4,0_0,0_0,49,0
