Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Patriots,36,40,90,0_0,12_10,16_16,11_9,0_0,0_0,50,0
Giants,36,39,92.3,1_1,15_15,15_14,7_5,0_0,0_0,51,2
Eagles,33,40,82.5,2_2,11_11,12_10,10_8,0_0,0_0,51,3
Buccaneers,32,38,84.2,0_0,12_12,15_15,8_5,0_0,0_0,49,0
Rams,31,36,86.1,0_0,8_8,7_7,13_10,0_0,0_0,54,0
Bills,30,38,79,1_1,8_7,11_11,15_10,0_0,0_0,53,1
Browns,30,36,83.3,0_0,10_10,14_12,6_5,0_0,0_0,56,0
Falcons,29,31,93.6,0_0,11_11,8_7,10_10,0_0,0_0,50,0
Titans,29,33,87.9,0_0,6_6,7_7,19_15,0_0,0_0,51,0
Texans,29,33,87.9,0_0,10_9,10_10,10_8,0_0,0_0,53,1
Vikings,29,34,85.3,0_0,10_10,9_7,9_6,0_0,0_0,54,2
Niners,29,33,87.9,0_0,9_9,10_10,11_8,0_0,0_0,53,0
Ravens,28,35,80,0_0,11_11,12_11,9_5,0_0,0_0,54,1
Panthers,28,31,90.3,0_0,7_7,9_9,12_11,0_0,0_0,50,0
Packers,27,34,79.4,1_1,8_8,13_10,6_5,0_0,0_0,53,2
Steelers,27,31,87.1,1_1,9_9,9_8,10_8,0_0,0_0,53,0
Chargers,27,32,84.4,0_0,13_13,10_10,8_3,0_0,0_0,57,1
Bears,26,29,89.7,0_0,6_6,12_12,11_8,0_0,0_0,48,2
Redskins,26,36,72.2,0_0,7_7,9_7,16_11,0_0,0_0,50,1
Broncos,25,34,73.5,0_0,8_7,9_8,11_5,0_0,0_0,56,0
Cardinals,25,28,89.3,0_0,9_9,11_9,6_6,0_0,0_0,54,1
Raiders,24,30,80,0_0,11_11,8_8,4_2,0_0,0_0,57,0
Jets,24,29,82.8,0_0,9_9,13_9,5_4,0_0,0_0,55,0
Seahawks,24,27,88.9,0_0,7_7,10_9,6_5,0_0,0_0,51,0
Bengals,22,25,88,1_1,6_6,7_6,11_9,0_0,0_0,45,0
Saints,22,27,81.5,0_0,6_6,9_8,10_7,0_0,0_0,53,1
Lions,21,22,95.4,0_0,3_3,5_4,6_6,0_0,0_0,56,1
Dolphins,21,25,84,0_0,4_4,7_7,13_9,0_0,0_0,50,1
Cowboys,20,22,90.9,0_0,1_1,8_7,11_10,0_0,0_0,52,0
Colts,20,25,80,0_0,3_3,13_11,7_4,0_0,0_0,52,1
Jaguars,19,25,76,0_0,7_7,6_3,7_5,0_0,0_0,53,1
Chiefs,16,22,72.7,0_0,9_9,7_4,4_3,0_0,0_0,45,0
