Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,166,64.1,145,25.9,1061
Bills,0,0,0,0,157,59.9,134,22.2,1084
Bears,0,0,0,0,121,57.9,139,24,1016
Bengals,0,0,0,0,147,52.3,111,21.6,1061
Browns,0,0,0,0,207,61.4,102,23.4,1015
Cowboys,0,0,0,0,171,64.5,143,24,1074
Broncos,0,0,0,0,158,60.3,107,22.3,992
Lions,0,0,0,0,143,57.7,143,25,1040
Packers,0,0,0,0,164,56.8,119,24.1,1047
Oilers,0,0,0,0,152,51.4,155,27,1061
Colts,0,0,0,0,174,64,128,24.3,1056
Chiefs,0,0,0,0,122,51.5,130,23.6,1010
Rams,0,0,0,0,157,60.2,144,23.4,1095
Raiders,0,0,0,0,149,63.4,108,20,1045
Dolphins,0,0,0,0,149,55.8,107,21.8,1016
Vikings,0,0,0,0,191,57.7,100,23.1,1049
Patriots,0,0,0,0,154,64.2,139,23.6,1027
Saints,0,0,0,0,183,54.8,80,23,960
Giants,0,0,0,0,136,55.5,100,20.7,1043
Jets,0,0,0,0,146,55.1,124,26.4,994
Eagles,0,0,0,0,186,67.6,118,22.4,1037
Cardinals,0,0,0,0,136,56.9,123,23.7,1039
Steelers,0,0,0,0,177,70.8,111,21.7,1035
Chargers,0,0,0,0,244,69.7,106,20.8,1129
49ers,0,0,0,0,171,47.1,105,25.3,1043
Seahawks,0,0,0,0,166,57.8,114,25,1025
Buccaneers,0,0,0,0,154,60.2,102,21.4,1031
Redskins,0,0,0,0,148,52.1,109,21.1,1038
