Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,93,20,975
Bills,0,0,0,0,138,26.6,1086
Bears,0,0,0,0,77,19.8,942
Bengals,0,0,0,0,100,22,979
Browns,0,0,0,0,100,22.4,1004
Cowboys,0,0,0,0,103,25.8,964
Broncos,0,0,0,0,81,19.7,939
Lions,0,0,0,0,93,21,1008
Packers,0,0,0,0,99,21.7,1033
Oilers,0,0,0,0,94,23.1,984
Colts,0,0,0,0,140,25.7,961
Chiefs,0,0,0,0,88,21.1,927
Rams,0,0,0,0,105,22.4,920
Raiders,0,0,0,0,108,24.2,1002
Dolphins,0,0,0,0,133,26.6,1019
Vikings,0,0,0,0,106,23.2,988
Patriots,0,0,0,0,94,20.4,1050
Saints,0,0,0,0,63,18.9,876
Giants,0,0,0,0,103,24.9,888
Jets,0,0,0,0,94,24.8,954
Eagles,0,0,0,0,53,13.8,906
Cardinals,0,0,0,0,132,26.8,965
Steelers,0,0,0,0,98,21,1039
Chargers,0,0,0,0,94,21.9,960
49ers,0,0,0,0,86,21.6,929
Seahawks,0,0,0,0,91,20.9,988
Buccaneers,0,0,0,0,120,23.4,989
Redskins,0,0,0,0,72,20.7,948
