Team,Rec,Yds,Yds/Rec,TD,20+,40+,Lng,Rec 1st,Rec 1st%,Rec FUM
Saints,230,2781,12.1,18,0,0,66,123,53.5,0
Bengals,219,2513,11.5,10,0,0,65T,122,55.7,0
Vikings,218,2726,12.5,19,0,0,76,127,58.3,0
Chiefs,217,2335,10.8,20,0,0,44,116,53.5,0
49ers,217,2888,13.3,27,0,0,81,129,59.4,0
Giants,206,2537,12.3,20,0,0,94,124,60.2,0
Colts,203,2503,12.3,15,0,0,63,124,61.1,0
Broncos,201,2900,14.4,19,0,0,60T,132,65.7,0
Raiders,198,2599,13.1,23,0,0,70,122,61.6,0
Patriots,198,2579,13,10,0,0,62,126,63.6,0
Cowboys,196,2580,13.2,16,0,0,55,126,64.3,0
Chargers,192,2516,13.1,15,0,0,62,116,60.4,0
Rams,184,2282,12.4,13,0,0,57,108,58.7,0
Eagles,184,2527,13.7,10,0,0,77,110,59.8,0
Oilers,181,2045,11.3,10,0,0,82,88,48.6,0
Jets,172,2930,17,21,0,0,83,117,68,0
Cardinals,171,2259,13.2,11,0,0,98T,102,59.6,0
Bills,164,2012,12.3,16,0,0,58,98,59.8,0
Redskins,159,2281,14.4,21,0,0,89,106,66.7,0
Browns,158,2135,13.5,13,0,0,80,101,63.9,0
Falcons,157,2202,14,13,0,0,57,101,64.3,0
Steelers,156,1958,12.6,12,0,0,78,79,50.6,0
Lions,155,2283,14.7,19,0,0,82,97,62.6,0
Dolphins,144,2235,15.5,17,0,0,51,102,70.8,0
Packers,101,1536,15.2,7,0,0,68,72,71.3,0
Bears,78,1283,16.4,9,0,0,85,54,69.2,0
