Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,101,64.3,113,22.6,0
Bills,0,0,0,0,98,59.8,104,20.3,0
Bears,0,0,0,0,54,69.2,124,23.1,0
Bengals,0,0,0,0,122,55.7,112,22.8,0
Browns,0,0,0,0,101,63.9,102,22.5,0
Cowboys,0,0,0,0,126,64.3,118,23.6,0
Broncos,0,0,0,0,132,65.7,87,21.3,0
Lions,0,0,0,0,97,62.6,120,25.4,0
Packers,0,0,0,0,72,71.3,109,20,0
Oilers,0,0,0,0,88,48.6,80,20.2,0
Colts,0,0,0,0,124,61.1,97,21,0
Chiefs,0,0,0,0,116,53.5,118,24.8,0
Rams,0,0,0,0,108,58.7,113,23.9,0
Raiders,0,0,0,0,122,61.6,145,27.8,0
Dolphins,0,0,0,0,102,70.8,170,27.7,0
Vikings,0,0,0,0,127,58.3,95,20.1,0
Patriots,0,0,0,0,126,63.6,86,22.3,0
Saints,0,0,0,0,123,53.5,83,24.6,0
Giants,0,0,0,0,124,60.2,120,22.9,0
Jets,0,0,0,0,117,68,106,23,0
Eagles,0,0,0,0,110,59.8,78,19.6,0
Cardinals,0,0,0,0,102,59.6,68,18.8,0
Steelers,0,0,0,0,79,50.6,131,26.4,0
Chargers,0,0,0,0,116,60.4,123,24.4,0
49ers,0,0,0,0,129,59.4,87,19.6,0
Redskins,0,0,0,0,106,66.7,110,21.4,0
