Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Bryce Callahan,59,1,59,1,1,1,59,0,0
Adam Jones,21.8,6,131,0,3,1,40,0,0
Dede Westbrook,19,1,19,0,0,0,19,0,0
Jamal Agnew,15.4,29,447,2,6,2,88,16,3
Will Fuller,15,9,135,0,2,1,49,6,0
Pharoh Cooper,12.5,32,399,0,8,2,53,8,2
Trevor Davis,12,24,289,0,3,1,65,22,0
Golden Tate,11.5,2,23,0,0,0,13,2,0
Bobby Rainey,11,2,22,0,0,0,13,0,0
Michael Campanaro,10.8,27,291,1,2,1,77,18,4
Jaydon Mickens,10.6,27,287,1,3,2,72,19,3
Elijah McGuire,10,1,10,0,0,0,10,2,0
Darren Sproles,10,1,10,0,0,0,10,5,1
Bernard Reedy,9.7,18,175,0,1,1,44,7,1
Brandon Tate,9.6,20,193,0,2,1,40,6,1
Marcus Sherels,9.5,39,372,0,3,1,46,24,1
Travis Benjamin,9.5,27,257,1,4,2,65,25,2
Cole Beasley,9.5,2,19,0,0,0,15,5,0
Bruce Ellington,9.4,5,47,0,1,0,21,4,0
Tarik Cohen,9.4,29,272,1,3,1,61,15,1
Trent Taylor,9.4,30,281,0,2,0,39,16,1
Jordan Taylor,9.4,11,103,0,1,0,24,14,1
Hunter Sharp,9.2,8,74,0,0,0,16,4,0
Damiere Byrd,9,1,9,0,0,0,9,0,0
Brittan Golden,9,7,63,0,0,0,15,1,0
Micah Hyde,9,2,18,0,0,0,12,6,0
Torrey Smith,9,1,9,0,0,0,9,0,0
Kenjon Barner,8.9,27,240,0,2,1,76,15,3
Ryan Switzer,8.8,29,256,1,2,1,83,10,1
Isaiah McKenzie,8.7,21,183,0,4,1,44,7,6
Danny Amendola,8.6,27,231,0,3,1,40,18,1
Adoree' Jackson,8.5,34,290,0,3,1,46,9,1
Tommylee Lewis,8.2,14,115,0,1,0,24,10,1
Adam Humphries,8.2,6,49,0,0,0,19,7,0
Tyreek Hill,8.2,25,204,1,3,1,82,9,2
Chester Rogers,8,10,80,0,1,0,30,5,0
Kaelin Clay,7.8,19,149,1,1,1,60,9,3
T.J. Jones,7.8,6,47,0,0,0,17,4,1
Eli Rogers,7.7,19,146,0,2,0,27,10,1
Jakeem Grant,7.6,25,190,0,2,0,27,11,1
Tyler Ervin,7.5,8,60,0,1,0,21,4,0
Eric Weems,7.5,2,15,0,0,0,13,0,0
Andre Roberts,7.4,27,201,0,1,0,27,21,2
Christian McCaffrey,7.4,22,162,0,1,0,25,9,1
Alex Erickson,7.1,39,278,0,3,0,29,19,4
Dwayne Harris,6.9,7,48,0,0,0,17,9,0
Patrick Peterson,6.8,13,88,0,0,0,19,9,0
Jarvis Landry,6.8,12,81,0,0,0,16,3,0
Tyler Lockett,6.6,36,237,0,2,0,27,21,0
Kerwynn Williams,6.5,21,137,0,1,0,20,20,0
Chris Thompson,6.5,6,39,0,0,0,15,0,2
Jamison Crowder,6.3,27,171,0,1,0,29,21,5
Bennie Fowler,6,1,6,0,0,0,6,0,1
Trumaine Johnson,6,1,6,0,0,0,6,0,0
Brendan Langley,6,1,6,0,0,0,6,0,0
Jabrill Peppers,6,30,180,0,1,0,25,15,5
Jalen Richard,6,26,155,0,0,0,19,13,6
Victor Bolden,5.8,4,23,0,0,0,16,1,0
Duke Johnson,5.7,3,17,0,0,0,12,1,1
Antonio Brown,5.6,11,61,0,0,0,16,10,1
Kalif Raymond,5.5,18,99,0,1,0,25,9,5
Ted Ginn,5.4,19,103,0,0,0,17,13,2
Jeremy Kerley,5.3,16,85,0,0,0,15,9,2
Quan Bray,5.3,17,90,0,1,0,20,8,0
Ed Eagan,5,4,20,0,1,0,20,5,0
Bryce Treggs,4.8,5,24,0,0,0,11,3,1
Tavon Austin,4.4,12,53,0,0,0,12,1,4
Braxton Miller,4,3,12,0,0,0,8,5,0
DeAngelo Hall,3.5,2,7,0,0,0,7,0,0
Lardarius Webb,3.5,2,7,0,0,0,7,8,0
Eddie Jackson,3,2,6,0,0,0,7,1,0
Marqise Lee,2.6,5,13,0,0,0,7,6,0
De'Anthony Thomas,2.5,8,20,0,0,0,8,0,1
JoJo Natson,2.4,16,38,0,0,0,17,8,1
Desmond King,2,1,2,0,0,0,2,1,0
Griff Whalen,2,1,2,0,0,0,2,1,0
DeAndrew White,0.8,4,3,0,0,0,3,1,1
Geronimo Allison,0,1,0,0,0,0,0,0,1
Donatello Brown,0,1,0,0,0,0,0,0,1
Patrick Chung,0,1,0,0,0,0,0,3,0
Darqueze Dennard,0,1,0,0,0,0,0,0,1
Johnny Holton,0,1,0,0,0,0,0,0,1
William Jackson,0,1,0,0,0,0,0,0,1
Max McCaffrey,0,1,0,0,0,0,0,4,0
Willie Snead,0,1,0,0,0,0,0,0,1
Daniel Sorensen,0,1,0,0,0,0,0,0,1
Jermaine Whitehead,0,1,0,0,0,0,0,0,0
Emmanuel Sanders,-1,2,-2,0,0,0,3,0,0
Demarcus Robinson,-4,1,-4,0,0,0,-4,1,0
