Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Damiere Byrd,32.7,7,229,1,6,1,103,0,0
Alvin Kamara,31.6,11,347,1,8,2,106,0,0
Bobby Rainey,30.7,11,338,1,10,1,96,0,0
Brendan Langley,30.5,6,183,0,4,2,61,0,0
De'Angelo Henderson Sr.,29.5,2,59,0,2,0,32,0,0
Cordarrelle Patterson,28.3,19,538,0,15,4,49,0,3
Pharoh Cooper,27.4,34,932,1,29,3,103,0,1
JuJu Smith-Schuster,26.7,9,240,1,6,1,96,0,0
Chris Moore,26.6,13,346,0,8,1,87,0,0
Michael Campanaro,26.5,6,159,0,4,1,40,0,0
Jerick McKinnon,26,12,312,0,10,0,39,0,1
Tyler Lockett,25.6,37,949,1,25,3,99,0,0
Alex Collins,25,2,50,0,2,0,27,0,0
Taiwan Jones,25,2,50,0,2,0,27,0,0
Ryan Switzer,25,24,600,0,16,1,61,0,0
Corey Grant,24.9,19,473,0,13,1,68,0,1
Dion Lewis,24.8,23,570,1,13,2,103,0,0
Marcus Sherels,24.6,11,271,0,10,0,32,0,0
Corey Clement,24.5,2,49,0,1,0,35,0,0
Akeem Hunt,24.4,25,611,0,17,2,42,0,0
Matt Dayes,24.3,18,437,0,9,2,71,0,0
Patrick DiMarco,24,1,24,0,1,0,24,0,0
Samaje Perine,24,2,48,0,2,0,28,0,0
Quan Bray,23.9,18,430,0,11,1,60,0,1
Cody Latimer,23.8,8,190,0,7,0,36,0,1
Maurice Harris,23.7,3,71,0,2,0,34,0,0
Tommylee Lewis,23.6,13,307,0,8,0,39,0,0
De'Anthony Thomas,23.5,13,305,0,9,0,39,0,0
Wendell Smallwood,23.2,4,93,0,3,0,28,0,0
Jacquizz Rodgers,23.2,11,255,0,7,1,45,0,0
Adoree' Jackson,23.1,25,578,0,16,3,57,0,0
D.J. Foster,23,8,184,0,4,1,55,0,0
Marlon Mack,23,3,69,0,2,0,34,0,0
Trevor Davis,22.8,31,707,0,20,0,34,0,0
Jakeem Grant,22.8,21,479,0,17,0,31,0,0
Jabrill Peppers,22.7,14,318,0,9,0,35,0,0
Andre Roberts,22.6,38,860,0,24,2,61,0,2
Tarik Cohen,22.4,26,583,0,16,1,46,0,0
Ameer Abdullah,22.4,8,179,0,7,0,29,0,0
Byron Marshall,22.2,4,89,0,3,0,29,0,0
Curtis Samuel,22.1,10,221,0,7,0,33,0,0
Eric Decker,22,1,22,0,1,0,22,0,0
Shane Vereen,21.8,9,196,0,7,0,30,0,0
Chris Thompson,21.7,17,369,0,10,1,42,0,1
Jehu Chesson,21.7,3,65,0,2,0,26,0,0
Trey Edmunds,21.7,3,65,0,2,0,27,0,0
Russell Shepard,21.7,3,65,0,1,0,33,0,0
Vince Mayle,21.5,2,43,0,1,0,29,0,0
Benny Cunningham,21,7,147,0,4,0,28,0,0
