Player,INT,INT TD,INT Yds,Lng
Kevin Byard,8,0,130,33
Darius Slay,8,0,73,37
A.J. Bouye,6,0,70,51
Eric Weddle,6,1,85,45
Antoine Bethea,5,0,51,21
Tre Boston,5,0,49,25
Micah Hyde,5,0,64,37
Marshon Lattimore,5,1,85,33
Marcus Peters,5,0,137,62
Jordan Poyer,5,1,33,19
Harrison Smith,5,0,42,19
Brandon Carr,4,0,57,33
Barry Church,4,1,51,51
Kendall Fuller,4,0,4,3
Tashaun Gipson,4,0,83,67
Duron Harmon,4,0,12,12
Casey Hayward,4,0,7,7
Xavien Howard,4,1,71,30
Terrance Mitchell,4,0,40,40
Jalen Ramsey,4,0,34,18
Damarious Randall,4,1,35,21
Patrick Robinson,4,0,36,19
D.J. Swearinger,4,0,32,31
Tre'Davious White,4,0,86,63
Marcus Williams,4,0,12,12
Kwon Alexander,3,0,70,28
Mark Barron,3,0,29,15
Ha Ha Clinton-Dix,3,0,5,3
Ross Cockrell,3,0,1,1
Ronald Darby,3,0,42,37
Sean Davis,3,0,76,41
Quandre Diggs,3,0,28,16
Justin Evans,3,0,28,15
Brent Grimes,3,0,67,39
Andre Hal,3,0,10,7
Jeff Heath,3,0,20,14
Malik Hooker,3,0,73,32
Janoris Jenkins,3,2,113,53
Deion Jones,3,0,42,41
Lamarcus Joyner,3,1,104,46
Luke Kuechly,3,0,23,23
Robert McClain,3,1,53,47
Jason McCourty,3,1,59,56
Rodney McLeod Jr.,3,0,67,50
Rashaan Melvin,3,0,28,21
Jalen Mills,3,1,53,37
Glover Quin,3,1,62,37
Ryan Shazier,3,0,2,2
Jimmy Smith,3,1,58,50
Telvin Smith,3,1,56,28
Darian Stewart,3,0,33,24
Kenny Vaccaro,3,0,41,30
Mike Adams,2,0,42,40
Ray-Ray Armstrong,2,0,29,29
James Bradberry,2,0,3,3
Terrence Brooks,2,0,13,13
Anthony Brown,2,0,16,16
Malcolm Butler,2,0,-1,1
Bryce Callahan,2,0,73,52
Dylan Cole,2,1,28,25
Justin Coleman,2,2,58,30
Landon Collins,2,0,21,21
Darqueze Dennard,2,1,109,89
Rasul Douglas,2,0,7,7
Matthias Farley,2,0,9,9
Kyle Fuller,2,0,0,0
Stephon Gilmore,2,0,59,39
Corey Graham,2,0,73,59
Chris Harris,2,0,36,23
Mike Hilton,2,0,45,26
Marlon Humphrey,2,0,33,18
Eddie Jackson,2,1,82,76
Malcolm Jenkins,2,0,0,0
Trumaine Johnson,2,1,39,39
Reshad Jones,2,0,15,15
Johnathan Joseph,2,1,85,82
Tyrann Mathieu,2,0,16,15
Marcus Maye,2,0,44,32
Bobby McCain,2,0,6,6
C.J. Mosley,2,1,94,63
Ron Parker,2,0,0,0
Kevin Peterson,2,0,42,38
Adrian Phillips,2,0,13,9
Eric Reid,2,0,0,0
Xavier Rhodes,2,0,23,21
Craig Robertson,2,0,20,20
Nickell Robey-Coleman,2,0,56,31
Andrew Sendejo,2,0,70,36
Kelvin Sheppard,2,0,17,12
Richard Sherman,2,0,20,19
Justin Simmons,2,1,65,65
Preston Smith,2,0,26,18
Sean Smith,2,0,8,8
Earl Thomas,2,1,97,78
Desmond Trufant,2,0,43,43
Bobby Wagner,2,0,7,7
Trae Waynes,2,0,21,18
Lardarius Webb,2,0,10,10
P.J. Williams,2,0,7,7
Tramon Williams,2,0,12,12
Trevor Williams,2,0,28,21
Ahkello Witherspoon,2,0,42,23
Daryl Worley,2,0,0,0
Kenneth Acker,1,0,9,9
Mackensie Alexander,1,0,10,10
Robert Alford,1,0,0,0
Keenan Allen,1,0,32,32
Ricardo Allen,1,0,4,4
Adrian Amos,1,1,90,90
Chidobe Awuzie,1,0,0,0
Chris Banjo,1,0,0,0
Justin Bethel,1,1,82,82
NaVorro Bowman,1,0,0,0
Tyus Bowser,1,0,27,27
Bashaud Breeland,1,1,96,96
Kentrell Brice,1,0,11,11
Deone Bucannon,1,0,39,39
Artie Burns,1,0,0,0
Juston Burris,1,0,48,48
Josh Bynes,1,0,25,25
Patrick Chung,1,0,30,30
Morris Claiborne,1,0,28,28
Jamie Collins,1,0,0,0
Will Compton,1,0,2,2
Chris Conte,1,0,0,0
Blake Countess,1,0,19,19
Ken Crawley,1,0,0,0
Karlos Dansby,1,0,4,4
Cody Davis,1,0,0,0
Jarrad Davis,1,0,12,12
Pierre Desir,1,0,0,0
Quinton Dunbar,1,0,0,0
Carlos Dunlap,1,1,16,16
Kony Ealy,1,0,9,9
Trae Elston,1,0,22,22
Kyle Emanuel,1,0,23,23
Clayton Fejedelem,1,0,5,5
Mason Foster,1,0,10,10
E.J. Gaines,1,0,1,1
William Gay,1,0,-1,-1
Marcus Gilchrist,1,0,17,17
Robert Golden,1,0,-1,-1
Shaquill Griffin,1,0,0,0
Joe Haden,1,0,1,1
Nate Hairston,1,0,21,11
Damon Harrison,1,0,9,9
Davon House,1,0,0,0
George Iloka,1,0,14,14
Kareem Jackson,1,0,2,2
William Jackson,1,1,75,75
Tony Jefferson,1,0,13,13
Dontae Johnson,1,1,50,50
John Johnson,1,0,69,69
Adam Jones,1,0,0,0
Byron Jones,1,1,21,21
Chris Jones,1,0,-3,-3
Colin Jones,1,0,10,10
Jonathan Jones,1,0,6,6
Josh Jones,1,0,0,0
Nazair Jones,1,0,24,24
Cameron Jordan,1,1,0,0
Karl Joseph,1,0,-1,-1
Eric Kendricks,1,1,31,31
Ryan Kerrigan,1,1,24,24
Miles Killebrew,1,1,35,35
Derrick Kindred,1,0,30,30
Desmond King,1,1,90,90
Dre Kirkpatrick,1,0,101,101
Eric Lee,1,0,8,8
Sean Lee,1,0,9,9
Anthony Levine,1,0,8,8
Jourdan Lewis,1,0,25,25
Cory Littleton,1,0,2,2
Kareem Martin,1,0,7,7
Blake Martinez,1,0,3,3
Byron Maxwell,1,0,0,0
Devin McCourty,1,0,0,0
T.J. McDonald,1,0,7,7
Matt Milano,1,0,15,15
Kenny Moore II,1,0,25,25
Keanu Neal,1,0,19,19
Reggie Nelson,1,0,3,3
Terence Newman,1,0,3,3
Montae Nicholson,1,0,0,0
Alec Ogletree,1,1,41,41
Will Parks,1,0,0,0
Jabrill Peppers,1,0,0,0
Patrick Peterson,1,0,22,22
Eddie Pleasant,1,0,0,0
Hayes Pullard,1,0,1,1
Sheldon Rankins,1,0,27,27
Vincent Rey,1,0,12,12
Sheldon Richardson,1,0,5,5
Curtis Riley,1,0,2,2
Darryl Roberts,1,0,0,0
A'Shawn Robinson,1,1,2,2
Rashard Robinson,1,0,0,0
Bradley Roby,1,0,0,0
Joe Schobert,1,0,8,8
Da'Norris Searcy,1,0,8,8
Coty Sensabaugh,1,0,32,32
John Simon,1,1,26,26
LeShaun Sims,1,0,0,0
Buster Skrine,1,0,0,0
Terrance Smith,1,0,7,7
Tye Smith,1,0,14,14
Daniel Sorensen,1,0,3,3
Aqib Talib,1,1,103,103
Jaquiski Tartt,1,0,37,37
Steven Terrell,1,0,8,8
Darian Thompson,1,0,0,0
Korey Toomer,1,1,59,59
Danny Trevathan,1,0,8,8
Olivier Vernon,1,0,0,0
Nick Vigil,1,0,0,0
T.J. Watt,1,0,17,17
Kayvon Webster,1,0,0,0
Tahir Whitehead,1,0,18,18
J.J. Wilcox,1,0,0,0
Michael Wilhoite,1,0,0,0
Muhammad Wilkerson,1,0,3,3
K'Waun Williams,1,0,27,27
Leonard Williams,1,0,6,6
Marcus Williams,1,0,2,2
Shawn Williams,1,0,7,7
Vince Williams,1,0,13,13
Quincy Wilson,1,0,33,33
Tavon Wilson,1,0,23,23
Xavier Woods,1,0,7,7
K.J. Wright,1,0,1,1
Shareece Wright,1,0,54,54
