Team,FR TD,SFTY,INT TD
Falcons,0,0,3
Ravens,0,0,4
Bills,0,1,2
Panthers,0,0,3
Bears,0,0,1
Bengals,0,0,0
Browns,0,0,1
Cowboys,0,2,2
Broncos,0,0,1
Lions,0,0,1
Packers,0,0,2
Titans,0,1,3
Texans,0,0,1
Colts,0,0,2
Jaguars,0,0,0
Chiefs,0,0,3
Rams,0,1,3
Raiders,0,0,2
Dolphins,0,1,2
Vikings,0,0,4
Patriots,0,0,5
Saints,0,1,2
Giants,0,0,2
Jets,0,0,0
Eagles,0,0,1
Cardinals,0,0,1
Steelers,0,0,2
Chargers,0,0,1
49ers,0,1,1
Seahawks,0,1,0
Buccaneers,0,0,3
Redskins,0,1,0
