Team,FF,FR,FR TD
Chiefs,26,26,0
Jets,23,21,0
Patriots,22,18,1
Lions,20,11,1
Steelers,20,14,1
Dolphins,18,9,0
Saints,18,14,2
49ers,17,12,1
Falcons,16,11,1
Packers,16,12,0
Cardinals,16,13,0
Eagles,15,14,0
Bills,14,12,1
Bears,14,10,0
Chargers,14,15,0
Bengals,13,8,0
Broncos,13,14,0
Colts,13,10,2
Raiders,13,13,2
Vikings,13,16,2
Buccaneers,13,12,0
Browns,12,13,0
Seahawks,12,11,0
Oilers,11,12,0
Rams,11,6,2
Giants,11,16,0
Redskins,11,6,2
Cowboys,8,9,0
