Team,FR TD,SFTY,INT TD
Colts,2,0,3
Rams,2,1,1
Raiders,2,0,3
Vikings,2,0,4
Saints,2,0,1
Redskins,2,1,3
Falcons,1,0,2
Bills,1,1,0
Lions,1,1,2
Patriots,1,0,1
Steelers,1,0,2
49ers,1,0,4
Bears,0,0,0
Bengals,0,1,0
Browns,0,0,1
Cowboys,0,0,3
Broncos,0,0,0
Packers,0,0,1
Oilers,0,1,1
Chiefs,0,2,1
Dolphins,0,0,1
Giants,0,2,0
Jets,0,0,3
Eagles,0,1,2
Cardinals,0,1,1
Chargers,0,0,3
Seahawks,0,1,2
Buccaneers,0,0,0
