Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Quincy Enunwa,54,1,54,0,1,1,54,0,0
John Brown,51,1,51,0,1,1,51,0,0
Cordarrelle Patterson,31.7,25,792,1,20,4,104,0,1
Damiere Byrd,31,1,31,0,1,0,31,0,0
Kenjon Barner,30.8,9,277,0,7,2,61,0,0
Kenyan Drake,30.5,13,397,1,9,2,96,0,1
Marqise Lee,30.3,18,545,1,14,3,100,0,0
D.J. Foster,30,1,30,0,1,0,30,0,0
Darren McFadden,30,1,30,0,1,0,30,0,0
Jordan Todman,29.9,16,478,1,11,3,99,0,0
Wendell Smallwood,29,9,261,1,6,1,86,0,0
Alex Erickson,27.9,29,810,0,21,3,84,0,0
Tyreek Hill,27.4,14,384,1,11,1,86,0,0
Will Blackmon,27.2,4,109,0,2,1,45,0,0
Benny Cunningham,27.2,22,599,0,16,4,61,0,0
J.J. Nelson,26.5,2,53,0,1,0,39,0,0
Tyler Lockett,26.4,23,606,0,19,2,46,0,0
Danny Amendola,25.8,5,129,0,3,1,73,0,0
Quan Bray,25.7,9,231,0,7,0,39,0,0
Bobby Rainey,25.5,8,204,0,7,0,38,0,0
Sammie Coates,25,6,150,0,5,1,44,0,0
Cody Latimer,25,8,200,0,6,1,46,0,0
Josh Huff,24.9,13,324,1,6,2,98,0,0
Jalin Marshall,24.9,13,324,0,8,1,65,0,1
Devin Hester,24.5,19,466,0,10,2,60,0,1
Dwayne Harris,24.2,22,533,0,14,3,46,0,0
Brittan Golden,24.2,11,266,0,7,1,49,0,0
Mario Alford,23.8,8,190,0,6,0,36,0,0
Jalen Richard,23.6,17,402,0,13,1,50,0,0
Lucky Whitehead,23.2,17,394,0,15,0,33,0,1
Chris Moore,23.1,7,162,0,3,0,34,0,1
Jakeem Grant,23.1,19,439,0,11,2,45,0,0
Pharoh Cooper,23.1,14,323,0,10,1,51,0,0
Antonio Brown,23,1,23,0,1,0,23,0,0
Justin Gilbert,23,3,69,0,2,0,32,0,0
Dwayne Washington,23,2,46,0,2,0,25,0,0
Eric Weems,23,17,391,0,12,1,42,0,0
Deonte Thompson,23,35,804,0,22,2,64,0,1
Fozzy Whittaker,22.9,12,275,0,5,1,47,0,0
Kalif Raymond,22.8,6,137,0,3,1,40,0,1
Brandon Tate,22.8,29,662,0,18,2,45,0,0
Andre Roberts,22.6,33,747,0,23,2,42,0,0
De'Anthony Thomas,22.5,15,338,0,10,1,41,0,0
Cyrus Jones,22.5,8,180,0,5,1,43,0,1
J.D. McKissic,22,1,22,0,1,0,22,0,0
Rashad Ross,22,1,22,0,1,0,22,0,0
Joe Webb,21.8,6,131,0,3,0,37,0,0
Ted Ginn,21.7,18,391,0,9,2,59,0,1
JaCorey Shepherd,21.7,21,456,0,10,1,41,0,0
Jordan Norwood,21.7,3,65,0,1,0,27,0,0
Akeem Hunt,21.6,9,194,0,4,0,39,0,0
Marc Mariani,21.5,26,560,0,13,0,37,0,0
Chris Davis,21.5,6,129,0,5,0,26,0,1
Fitzgerald Toussaint,21.4,13,278,0,10,0,33,0,0
Trevor Davis,21.3,3,64,0,2,0,26,0,0
Christine Michael,21.3,3,64,0,2,0,30,0,0
Chris Thompson,21.2,17,360,0,10,0,28,0,0
Craig Mager,21,3,63,0,3,0,23,0,0
Paul Richardson,21,5,105,0,3,0,32,0,0
Isaiah Burse,20.9,9,188,0,6,0,30,0,0
Knile Davis,20.7,10,207,0,7,0,30,0,0
Corey Grant,20.6,13,268,0,7,0,32,0,0
Reggie Bush,20.6,5,103,0,2,0,35,0,0
Jeremy Ross,20.4,11,224,0,5,0,28,0,0
Tim Hightower,20.3,3,61,0,1,0,31,0,0
Ty Montgomery,20.3,18,366,0,9,1,40,0,0
