Player,INT,INT TD,INT Yds,Lng
Casey Hayward,7,1,102,31
Quintin Demps,6,0,54,19
Marcus Peters,6,0,63,28
Dominique Rodgers-Cromartie,6,0,28,28
Ha Ha Clinton-Dix,5,0,75,27
Landon Collins,5,1,72,44
Stephon Gilmore,5,0,135,49
Jordan Hicks,5,0,41,34
Reggie Nelson,5,0,74,40
Xavier Rhodes,5,1,133,100
Eric Berry,4,2,98,42
Malcolm Butler,4,0,28,21
Kurt Coleman,4,1,57,37
Marcus Cooper,4,1,95,60
Brent Grimes,4,1,37,31
Tony Lippett,4,0,0,0
C.J. Mosley,4,0,40,28
Richard Sherman,4,0,37,31
Keith Tandy,4,0,28,28
Eric Weddle,4,0,92,53
Briean Boddy-Calhoun,3,1,94,67
Bashaud Breeland,3,0,32,26
Artie Burns,3,0,13,9
Darius Butler,3,0,19,19
Perrish Cox,3,0,3,3
Thomas Davis,3,0,35,31
Joe Haden,3,0,9,9
Micah Hyde,3,0,11,11
George Iloka,3,0,21,21
Janoris Jenkins,3,0,26,23
Malcolm Jenkins,3,2,98,64
Deion Jones,3,2,165,90
Dre Kirkpatrick,3,0,21,21
Rodney McLeod Jr.,3,0,5,5
Josh Norman,3,0,38,35
Zach Orr,3,0,23,14
Patrick Peterson,3,0,27,25
Damarious Randall,3,0,91,44
Ryan Shazier,3,0,0,0
Daniel Sorensen,3,1,48,48
Darian Stewart,3,0,36,25
D.J. Swearinger,3,0,13,12
Aqib Talib,3,1,86,46
Jamar Taylor,3,0,43,29
Trae Waynes,3,0,4,4
Shawn Williams,3,0,14,13
Isa Abdul-Quddus,2,0,16,9
Mike Adams,2,0,56,56
Maurice Alexander,2,0,19,19
Robert Alford,2,1,34,30
Nate Allen,2,0,5,4
Ricardo Allen,2,0,3,3
Kiko Alonso,2,1,70,60
David Amerson,2,0,0,0
Mark Barron,2,0,8,7
Tre Boston,2,0,29,22
James Bradberry,2,0,21,16
Vontaze Burfict,2,0,54,47
Morgan Burnett,2,0,19,19
Rafael Bush,2,1,39,39
Jairus Byrd,2,0,35,24
Kam Chancellor,2,0,5,5
Barry Church,2,0,14,14
Jalen Collins,2,0,37,37
Jamie Collins,2,0,31,18
Chris Conte,2,1,73,53
Marcus Gilchrist,2,0,25,25
Andre Hal,2,0,36,24
Chris Harris,2,0,36,36
Gerald Hodges,2,0,27,21
Cre'von LeBlanc,2,1,24,24
Byron Maxwell,2,0,29,27
Brice McCain,2,0,33,33
Jason McCourty,2,0,7,6
T.J. McDonald,2,0,0,0
Bradley McDougald,2,0,32,32
Leodis McKelvin,2,1,29,29
Sterling Moore,2,0,8,8
Alec Ogletree,2,0,15,8
Tracy Porter,2,0,28,25
Jerraud Powers,2,0,1,1
Glover Quin,2,0,0,0
Jalen Ramsey,2,1,65,35
Trovon Reed,2,0,6,3
Nickell Robey-Coleman,2,1,44,41
Bradley Roby,2,2,102,51
Logan Ryan,2,0,46,46
Andrew Sendejo,2,0,18,16
Justin Simmons,2,0,83,45
Darius Slay,2,0,24,13
Sean Smith,2,0,27,27
Telvin Smith,2,0,0,0
Earl Thomas,2,0,5,5
Lawrence Timmons,2,0,74,58
Tavon Young,2,0,22,16
Kenny Vaccaro,2,0,30,30
Corey White,2,0,0,0
Marcus Williams,2,0,14,14
Tavon Wilson,2,0,23,18
Andrew Adams,1,0,19,19
Jahleel Addae,1,1,90,90
Kwon Alexander,1,1,38,38
Lorenzo Alexander,1,0,28,28
Eli Apple,1,0,0,0
Ray-Ray Armstrong,1,0,5,5
Akeem Ayers,1,0,25,25
Johnson Bademosi,1,0,3,3
Nick Bellore,1,0,4,4
Bene' Benwikere,1,0,1,1
Antoine Bethea,1,0,0,0
Justin Bethel,1,1,66,66
Will Blackmon,1,0,79,79
A.J. Bouye,1,0,0,0
NaVorro Bowman,1,0,0,0
Nigel Bradham,1,0,28,28
Tramaine Brock,1,0,39,39
Terrence Brooks,1,0,6,6
