Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Ezekiel Elliott,1631,322,15,14,3,60,91,28.3,5
Jordan Howard,1313,252,6,10,2,69,70,27.8,1
DeMarco Murray,1287,293,9,4,2,75,64,21.8,3
Jay Ajayi,1272,260,8,10,4,62,60,23.1,4
Le'Veon Bell,1268,261,7,4,1,44,69,26.4,3
LeSean McCoy,1267,234,13,11,3,75,55,23.5,3
David Johnson,1239,293,16,6,2,58,72,24.6,5
LeGarrette Blount,1161,299,18,7,3,44,67,22.4,2
Devonta Freeman,1079,227,11,7,2,75,61,26.9,1
Lamar Miller,1073,268,5,7,1,45,52,19.4,2
Mark Ingram,1043,205,6,4,2,75,49,23.9,2
Frank Gore,1025,263,4,1,0,22,50,19,2
Melvin Gordon,997,254,10,7,3,48,61,24,2
Carlos Hyde,988,217,6,7,2,47,48,22.1,4
Isaiah Crowell,952,198,7,8,3,85,45,22.7,2
Spencer Ware,921,214,3,3,2,46,47,22,3
Todd Gurley,885,278,6,2,0,24,48,17.3,2
Jeremy Hill,839,222,9,5,3,74,42,18.9,0
Jonathan Stewart,824,218,9,6,1,47,47,21.6,3
Matt Forte,813,218,7,5,0,32,35,16.1,1
Latavius Murray,788,195,12,5,1,42,52,26.7,2
Terrance West,774,193,5,5,1,41,35,18.1,2
Bilal Powell,722,131,3,4,0,35,45,34.4,0
Rob Kelley,704,168,6,4,2,66,29,17.3,0
Ryan Mathews,661,155,8,6,0,30,38,24.5,3
Devontae Booker,612,174,4,0,0,18,30,17.2,2
Rashad Jennings,593,181,3,3,0,25,29,16,0
Christine Michael,583,148,7,3,2,42,32,21.6,1
Tyrod Taylor,580,95,6,7,1,49,31,32.6,3
Mike Gillislee,577,101,8,7,1,44,39,38.6,0
Jacquizz Rodgers,560,129,2,3,1,45,29,22.5,0
Tim Hightower,548,133,4,4,0,30,32,24.1,0
Jerick McKinnon,539,159,2,2,0,36,21,13.2,0
Tevin Coleman,520,118,8,5,1,55,24,20.3,1
Jalen Richard,491,83,1,5,1,75,14,16.9,0
Derrick Henry,490,110,5,1,0,22,29,26.4,0
Colin Kaepernick,468,69,2,3,0,30,28,40.6,2
DeAndre Washington,467,87,2,7,0,30,19,21.8,1
T.J. Yeldon,465,130,1,0,0,16,21,16.2,2
Matt Jones,460,99,3,3,1,57,28,28.3,3
Ty Montgomery,457,77,3,5,1,61,20,26,1
Paul Perkins,456,112,0,2,0,22,22,19.6,1
Chris Ivory,439,117,3,2,2,42,21,18,5
Darren Sproles,438,94,2,1,0,25,22,23.4,0
C.J. Anderson,437,110,4,1,0,28,22,20,0
Doug Martin,421,144,3,0,0,17,23,16,1
Alfred Blue,420,100,1,2,0,25,23,23,2
Matt Asiata,402,121,6,2,0,29,27,22.3,1
Kenneth Dixon,382,88,2,1,0,20,26,29.6,1
Aaron Rodgers,369,67,4,3,0,23,25,37.3,3
Eddie Lacy,360,71,0,4,0,31,15,21.1,0
Blake Bortles,359,58,3,4,0,27,20,34.5,2
Cam Newton,359,90,5,2,0,28,28,31.1,1
Duke Johnson,358,73,1,2,0,22,17,23.3,1
Theo Riddick,357,92,1,2,1,42,19,20.6,0
Chris Thompson,356,68,3,2,0,25,16,23.5,1
Marcus Mariota,349,60,2,3,1,41,19,31.7,7
Thomas Rawls,349,109,3,1,1,45,21,19.3,0
Rex Burkhead,344,74,2,0,0,17,23,31.1,0
DeAngelo Williams,343,98,4,0,0,17,20,20.4,0
Andrew Luck,341,64,2,3,0,33,20,31.2,3
Giovani Bernard,337,91,2,0,0,17,15,16.5,0
Zach Zenner,334,88,4,1,0,20,22,25,1
Wendell Smallwood,312,77,1,0,0,19,20,26,1
Charcandrick West,293,88,1,2,0,28,14,15.9,0
Justin Forsett,291,87,1,1,1,64,10,11.5,2
Dion Lewis,283,64,0,0,0,15,14,21.9,1
Dak Prescott,282,57,6,0,0,18,21,36.8,3
Tyreek Hill,267,24,3,4,2,70,10,41.7,0
Dwayne Washington,265,90,1,1,0,28,11,12.2,0
Fozzy Whittaker,265,57,0,1,0,25,10,17.5,1
Russell Wilson,259,72,1,0,0,18,16,22.2,2
Alfred Morris,243,69,2,0,0,17,15,21.7,0
Peyton Barber,223,55,1,1,1,44,10,18.2,0
Matthew Stafford,207,37,2,1,0,24,15,40.5,0
Jeremy Langford,200,62,4,1,0,23,12,19.4,2
Shaun Draughn,196,74,4,0,0,18,15,20.3,0
Kenneth Farrow,192,60,0,0,0,11,10,16.7,1
Robert Griffin III,190,31,2,1,0,20,10,32.3,2
Andy Dalton,184,46,4,0,0,15,17,37,5
Kenyan Drake,179,33,2,1,1,45,9,27.3,0
Blaine Gabbert,173,40,2,1,0,24,15,37.5,0
C.J. Prosise,172,30,1,1,1,72,3,10,0
James White,166,39,0,0,0,16,8,20.5,0
Jameis Winston,165,53,1,0,0,14,10,18.9,4
Corey Grant,164,32,1,1,1,57,6,18.8,0
Ryan Tannehill,164,39,1,0,0,18,10,25.6,4
Robert Turbin,164,47,7,0,0,18,20,42.6,0
Tavon Austin,159,28,1,2,0,30,7,25,1
Shane Vereen,158,33,1,1,0,25,8,24.2,1
Kerwynn Williams,157,18,2,3,1,49,8,44.4,0
Terron Ward,151,31,0,2,1,45,6,19.4,0
Aaron Ripkowski,150,34,2,0,0,15,10,29.4,0
Carson Wentz,150,46,2,0,0,17,15,32.6,4
Charles Sims,149,51,1,1,0,23,6,11.8,1
James Starks,145,63,0,0,0,11,9,14.3,0
Cameron Artis-Payne,144,36,2,0,0,14,5,13.9,0
Denard Robinson,144,41,0,0,0,9,4,9.8,0
DuJuan Harris,138,38,0,0,0,19,6,15.8,1
Alex Smith,134,48,5,1,0,24,9,18.8,2
Ronnie Hillman,131,41,0,0,0,17,7,17.1,0
Brock Osweiler,131,30,2,1,0,21,13,43.3,2
Ryan Fitzpatrick,130,33,0,0,0,14,7,21.2,3
Kenjon Barner,129,27,2,0,0,19,9,33.3,0
Kapri Bibbs,129,29,0,1,0,24,7,24.1,0
Ka'Deem Carey,126,32,0,1,0,24,4,12.5,0
Alex Collins,125,31,1,1,0,26,8,25.8,2
Matt Ryan,117,35,0,0,0,18,13,37.1,1
Danny Woodhead,116,19,0,2,0,23,6,31.6,0
Damien Williams,115,35,3,1,0,23,8,22.9,0
Tyler Lockett,114,6,1,1,1,75,4,66.7,0
Mike Tolbert,114,35,0,0,0,14,5,14.3,0
Orleans Darkwa,111,30,2,0,0,17,7,23.3,0
Akeem Hunt,109,20,0,0,0,19,4,20,2
Jonathan Grimes,105,23,0,0,0,14,5,21.7,0
Kevin Hogan,105,8,1,1,0,28,5,62.5,0
Ameer Abdullah,101,18,0,1,0,24,6,33.3,0
Benny Cunningham,101,21,0,2,0,24,4,19,1
Ted Ginn,98,14,0,1,0,20,4,28.6,0
Kirk Cousins,96,34,4,0,0,19,14,41.2,3
Andre Ellington,96,34,0,0,0,13,4,11.8,0
Chris Johnson,95,25,1,0,0,18,5,20,0
Jonathan Williams,94,27,1,1,0,20,6,22.2,2
Darren McFadden,87,24,0,1,0,24,5,20.8,0
Andre Williams,87,18,0,0,0,14,6,33.3,0
Jacoby Brissett,83,16,1,1,0,27,5,31.2,2
J.J. Nelson,83,4,1,1,1,56,3,75,0
Mack Brown,82,8,1,1,1,61,1,12.5,0
Lucky Whitehead,82,10,0,1,0,26,4,40,1
Michael Campanaro,72,3,0,2,0,39,3,100,0
Adrian Peterson,72,37,0,0,0,13,3,8.1,1
Derek Carr,70,39,0,0,0,13,5,12.8,3
Tom Brady,64,28,0,0,0,15,10,35.7,1
Byron Marshall,64,19,0,0,0,12,5,26.3,0
Bobby Rainey,63,17,0,0,0,14,4,23.5,0
Darrius Heyward-Bey,60,1,1,1,1,60,1,100,0
Jordan Todman,59,9,0,0,0,19,3,33.3,0
Tyler Boyd,58,4,0,1,0,39,2,50,0
Joe Flacco,58,21,2,0,0,16,6,28.6,1
Fitzgerald Toussaint,58,14,0,0,0,16,2,14.3,0
Julian Edelman,57,12,0,0,0,9,3,25,1
Trevor Siemian,57,28,0,0,0,14,6,21.4,1
Arian Foster,55,22,0,0,0,9,2,9.1,1
Sam Bradford,53,20,0,1,0,24,3,15,1
Taylor Gabriel,51,4,1,1,0,27,3,75,0
Case Keenum,51,20,1,0,0,13,7,35,0
Mike Davis,50,19,1,0,0,8,4,21,1
Albert Wilson,50,2,1,1,1,55,1,50,0
Brandon Tate,48,3,0,1,0,30,2,66.7,0
Jamize Olawale,47,17,2,0,0,17,5,29.4,0
Antone Smith,47,10,0,0,0,8,1,10,2
Troymaine Pope,44,12,0,0,0,18,3,25,0
Johnny Holton,43,6,0,1,0,29,2,33.3,1
Cordarrelle Patterson,43,7,0,1,0,22,2,28.6,0
Robbie Chosen,42,3,0,1,0,30,2,66.7,0
Jamaal Charles,40,12,1,0,0,17,3,25,0
Malcolm Brown,39,18,0,0,0,10,1,5.6,1
Jeff Janis,38,2,1,0,0,19,2,100,0
Carson Palmer,38,14,0,0,0,16,3,21.4,5
Josh Bellamy,37,4,0,1,0,22,2,50,0
John Kuhn,37,18,4,0,0,4,12,66.7,0
Marqise Lee,35,6,0,0,0,11,2,33.3,0
Philip Rivers,35,14,0,0,0,10,2,14.3,2
Javorius Allen,34,9,0,0,0,7,0,0,0
George Atkinson,34,7,1,0,0,11,3,42.9,0
Randall Cobb,33,10,0,0,0,14,4,40,0
Andy Janovich,33,4,1,1,0,28,2,50,0
Don Jackson,32,10,0,0,0,7,1,10,0
Daniel Lasco,32,11,0,0,0,6,1,9.1,0
Lance Dunbar,31,9,1,0,0,10,3,33.3,0
Sterling Shepard,31,3,0,1,0,22,1,33.3,0
Mike Wallace,31,5,0,0,0,13,2,40,0
Brandin Cooks,30,6,0,0,0,11,1,16.7,0
Chris Jones,30,1,0,1,0,30,1,100,0
De'Anthony Thomas,29,4,0,1,0,23,1,25,0
Knile Davis,28,18,0,0,0,6,0,0,0
Terrell Watson,28,9,1,0,0,8,2,22.2,0
Marquette King,27,2,0,1,0,27,1,50,1
Brandon Wilds,27,10,0,0,0,6,1,10,0
Jon Ryan,26,2,0,1,0,26,1,50,1
Juwan Thompson,26,8,1,0,0,14,2,25,0
Paxton Lynch,25,11,0,0,0,10,1,9.1,0
Jay Cutler,24,5,0,0,0,12,1,20,1
D.J. Foster,24,7,0,0,0,7,0,0,0
Kyle Juszczyk,22,5,1,0,0,10,3,60,0
EJ Manuel,22,8,0,0,0,8,3,37.5,1
Isaiah Pead,22,8,0,0,0,4,0,0,0
Khiry Robinson,22,8,0,0,0,10,1,12.5,1
Josh McCown,21,7,0,0,0,7,0,0,2
Terrelle Pryor,21,8,1,0,0,15,2,25,1
Drew Brees,20,23,2,0,0,7,7,30.4,0
Josh Ferguson,20,15,0,0,0,11,0,0,0
Travaris Cadet,19,4,0,0,0,16,1,25,0
Mike James,19,4,0,0,0,9,1,25,0
Chris Moore,19,3,0,0,0,10,1,33.3,0
Bryce Petty,19,5,0,0,0,9,1,20,0
Adam Humphries,18,5,0,0,0,8,0,0,0
Cody Kessler,18,11,0,0,0,8,1,9.1,3
C.J. Spiller,18,6,0,0,0,13,2,33.3,0
Jarvis Landry,17,5,0,0,0,13,1,20,0
Jared Goff,16,8,1,0,0,6,1,12.5,0
Colton Schmidt,16,1,0,0,0,16,1,100,1
Antonio Andrews,15,2,0,0,0,9,0,0,0
Josh Huff,15,4,0,0,0,10,1,25,0
Zach Line,15,7,0,0,0,5,3,42.9,0
Marc Mariani,15,1,0,0,0,15,1,100,0
Cedric Peerman,15,6,0,0,0,4,0,0,0
Adam Thielen,15,2,0,0,0,11,1,50,0
Kendall Wright,15,1,0,0,0,15,1,100,0
Nelson Agholor,14,5,0,0,0,5,0,0,0
Sammie Coates,14,4,0,0,0,15,1,25,0
Ben Roethlisberger,14,16,1,0,0,14,3,18.8,2
Jerome Felton,13,8,0,0,0,6,5,62.5,0
Quincy Enunwa,12,1,0,0,0,12,1,100,0
Terrence Magee,12,3,0,0,0,5,0,0,0
Tom Savage,12,6,0,0,0,11,2,33.3,0
Stepfan Taylor,12,4,0,0,0,12,1,25,0
Percy Harvin,11,1,0,0,0,11,1,100,0
Bronson Hill,11,2,0,0,0,7,0,0,0
Tommylee Lewis,11,3,0,0,0,7,1,33.3,0
Delanie Walker,11,2,0,0,0,8,1,50,0
Martellus Bennett,10,2,0,0,0,6,0,0,0
John Brown,10,1,0,0,0,10,1,100,0
Corey Coleman,10,2,0,0,0,9,0,0,0
Stefon Diggs,10,3,0,0,0,12,1,33.3,0
Phillip Dorsett,10,2,0,0,0,7,0,0,0
Odell Beckham Jr.,9,1,0,0,0,9,0,0,0
Antonio Brown,9,3,0,0,0,13,1,33.3,0
Chris Hogan,9,3,0,0,0,6,0,0,0
Jay Prosch,9,4,0,0,0,5,3,75,0
Russell Shepard,9,1,0,0,0,9,0,0,0
Geno Smith,9,2,0,0,0,7,1,50,0
Kevin White,9,1,0,0,0,9,0,0,0
Paul Lasike,8,3,0,0,0,5,3,100,0
Joe Banyard,7,2,0,0,0,7,0,0,0
Cole Beasley,7,1,0,0,0,7,0,0,0
Quan Bray,7,1,0,0,0,7,0,0,0
Daryl Richardson,7,2,0,0,0,6,0,0,0
Stevan Ridley,7,3,0,0,0,7,1,33.3,0
Bryce Treggs,7,2,0,0,0,4,2,100,0
Joique Bell,6,3,0,0,0,6,0,0,0
Corey Brown,6,2,0,0,0,9,0,0,0
Jimmy Garoppolo,6,10,0,0,0,10,1,10,1
Brandon McManus,6,1,0,0,0,6,0,0,0
Cameron Meredith,6,1,0,0,0,6,0,0,0
Raheem Mostert,6,1,0,0,0,6,0,0,0
Eli Rogers,6,1,0,0,0,6,0,0,0
Robert Woods,6,1,0,0,0,6,1,100,0
Larry Fitzgerald,5,2,0,0,0,4,0,0,0
Shaun Hill,5,5,0,0,0,9,0,0,0
Paul Richardson,5,1,0,0,0,5,1,100,0
Mohamed Sanu,5,1,0,0,0,5,0,0,0
Matthew Slater,5,1,0,0,0,5,1,100,0
