Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Larry Fitzgerald,107,1023,6,8,0,32,59,55.1,2,364,150
Antonio Brown,106,1284,12,22,3,51,64,60.4,0,411,155
Odell Beckham Jr.,101,1367,10,20,6,75,65,64.4,2,540,169
Julian Edelman,98,1106,3,11,1,77,55,56.1,1,501,158
Jordy Nelson,97,1257,14,19,4,60,62,63.9,1,390,152
Mike Evans,96,1321,12,15,1,45,81,84.4,0,206,175
Doug Baldwin,94,1128,7,16,5,59,52,55.3,1,480,126
Jarvis Landry,94,1136,4,16,3,71,52,55.3,1,622,131
Michael Thomas,92,1137,9,18,1,46,62,67.4,2,484,122
T.Y. Hilton,91,1448,6,28,2,63,66,72.5,0,400,156
Golden Tate,91,1077,4,13,4,67,46,50.6,1,628,135
Demaryius Thomas,90,1083,5,10,3,55,50,55.6,2,334,145
Michael Crabtree,89,1003,8,10,3,56,56,62.9,2,278,145
Dennis Pitta,86,729,2,4,0,30,37,43,1,312,119
Travis Kelce,85,1125,4,14,3,80,55,64.7,0,660,117
Stefon Diggs,84,903,3,10,3,46,47,56,0,320,111
Amari Cooper,83,1153,5,21,2,64,47,56.6,2,476,132
Julio Jones,83,1409,6,27,5,75,64,77.1,0,421,129
Kyle Rudolph,83,840,7,11,1,44,50,60.2,0,375,132
David Johnson,80,879,4,13,1,58,42,52.5,0,662,120
Greg Olsen,80,1073,3,14,1,78,54,67.5,0,373,127
Pierre Garcon,79,1041,3,15,3,70,52,65.8,0,357,116
Emmanuel Sanders,79,1032,5,12,2,64,50,63.3,1,267,139
Brandin Cooks,78,1173,8,15,6,98,45,57.7,1,380,117
Zach Ertz,78,816,4,9,0,30,42,53.8,0,278,107
DeAndre Hopkins,78,954,4,10,2,51,56,71.8,0,243,150
Terrelle Pryor,77,1007,4,11,4,54,48,62.3,0,206,139
Davante Adams,75,997,12,17,4,66,45,60,2,409,121
Cole Beasley,75,833,5,6,1,47,51,68,0,392,98
Le'Veon Bell,75,616,2,4,0,32,31,41.3,1,685,94
Jordan Matthews,73,804,3,13,1,54,38,52,1,258,117
Allen Robinson,73,883,6,11,1,42,51,69.9,1,217,151
Willie Snead,72,895,4,12,2,49,51,70.8,2,387,104
Mike Wallace,72,1017,4,10,5,95,43,59.7,1,422,117
Steve Smith,70,799,5,12,2,52,39,55.7,0,286,103
Adam Thielen,69,967,5,16,2,71,44,63.8,1,317,92
Tyrell Williams,69,1059,7,19,6,51,48,69.6,0,465,121
Jason Witten,69,673,3,7,0,35,33,47.8,1,249,95
Kenny Britt,68,1002,5,15,4,66,47,69.1,2,320,111
Anquan Boldin,67,584,8,5,0,35,41,61.2,0,228,95
Jamison Crowder,67,847,7,11,3,55,34,50.8,2,389,97
A.J. Green,66,964,4,15,6,54,41,62.1,0,289,100
Cameron Meredith,66,888,4,13,1,50,44,66.7,3,305,96
Jordan Reed,66,686,6,9,0,33,41,62.1,1,263,87
Jimmy Graham,65,923,6,10,2,42,45,69.2,2,348,95
Rishard Matthews,65,945,9,16,4,60,43,66.2,1,227,108
Sterling Shepard,65,683,8,6,0,32,42,64.6,0,266,105
Delanie Walker,65,800,7,13,2,47,35,53.8,1,280,102
Jeremy Kerley,64,667,3,8,0,33,33,51.6,1,227,115
Brandon LaFell,64,862,6,11,4,86,42,65.6,0,353,106
Kelvin Benjamin,63,941,7,10,3,50,50,79.4,1,253,118
Marqise Lee,63,851,3,13,1,51,44,69.8,0,359,105
Eric Ebron,61,711,1,9,1,61,37,60.7,0,273,86
Tyreek Hill,61,593,6,8,2,49,31,50.8,1,281,83
Randall Cobb,60,610,4,7,1,47,36,60,0,366,84
James White,60,551,5,5,1,61,26,43.3,0,536,86
Jack Doyle,59,584,5,5,0,24,32,54.2,1,256,75
Brandon Marshall,59,788,3,10,1,41,43,72.9,0,190,128
Mohamed Sanu,59,653,4,6,1,59,33,55.9,1,304,81
Tavon Austin,58,509,3,6,1,43,25,43.1,1,272,107
Quincy Enunwa,58,857,4,14,4,69,37,63.8,0,378,106
Dontrelle Inman,58,810,4,10,2,57,37,63.8,0,228,94
Bilal Powell,58,388,2,1,0,22,22,37.9,1,419,74
Cameron Brate,57,660,8,5,0,38,40,70.2,1,157,81
Charles Clay,57,552,4,4,1,40,22,38.6,0,196,87
DeSean Jackson,56,1005,4,19,5,80,35,62.5,0,286,100
DeVante Parker,56,744,4,9,4,56,34,60.7,0,247,90
Gary Barnidge,55,612,2,7,1,43,34,61.8,0,217,81
