Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Colin Kaepernick,2241,6.8,331,196,59.2,16,4,90.7,101,30.5,25,5,65,36,207
Case Keenum,2201,6.8,322,196,60.9,9,11,76.4,102,31.7,31,8,65,23,140
Matt Barkley,1611,7.5,216,129,59.7,8,14,68.3,89,41.2,21,0,37,6,43
Brian Hoyer,1445,7.2,200,134,67,6,0,98,75,37.5,13,1,64,4,18
Cody Kessler,1380,7.1,195,128,65.6,6,2,92.2,67,34.4,17,4,44,21,140
Josh McCown,1100,6.7,165,90,54.6,6,6,72.3,56,33.9,14,2,54,18,126
Jared Goff,1089,5.3,205,112,54.6,5,7,63.6,47,22.9,12,1,66,26,222
Jay Cutler,1059,7.7,137,81,59.1,4,5,78.1,45,32.8,15,3,54,17,104
Blaine Gabbert,925,5.8,160,91,56.9,5,6,68.4,51,31.9,10,1,75,11,48
Robert Griffin III,886,6,147,87,59.2,2,3,72.6,43,29.2,9,3,58,22,138
Bryce Petty,809,6.1,133,75,56.4,3,7,60,35,26.3,9,4,52,13,79
Matt Moore,721,8.3,87,55,63.2,8,3,105.6,35,40.2,9,4,66,1,0
Landry Jones,558,6.5,86,53,61.6,4,2,86.3,26,30.2,5,2,51,4,34
Jimmy Garoppolo,502,8,63,43,68.2,4,0,113.3,22,34.9,7,0,37,3,15
Paxton Lynch,497,6,83,49,59,2,1,79.2,25,30.1,3,0,31,9,42
Tom Savage,461,6.3,73,46,63,0,0,80.9,20,27.4,5,0,32,5,36
Derek Anderson,453,8.6,53,36,67.9,2,5,67.6,22,41.5,7,1,48,0,0
Nick Foles,410,7.4,55,36,65.4,3,0,105.9,15,27.3,7,1,49,4,34
Jacoby Brissett,400,7.3,55,34,61.8,0,0,83.9,18,32.7,4,1,58,6,46
Matt Cassel,284,5.6,51,30,58.8,2,2,71,16,31.4,3,1,50,5,23
Shaun Hill,242,6.9,35,19,54.3,0,0,76.1,12,34.3,3,0,33,1,7
Scott Tolzien,216,5.8,37,23,62.2,1,2,64.7,13,35.1,1,0,32,3,21
Drew Stanton,192,4,48,19,39.6,2,3,39.6,11,22.9,3,0,29,1,8
Charlie Whitehurst,182,7.6,24,14,58.3,1,1,78.8,8,33.3,3,0,31,2,14
Connor Cook,150,7.1,21,14,66.7,1,1,83.4,6,28.6,1,0,32,2,7
Trevone Boykin,145,8.1,18,13,72.2,1,1,91.2,8,44.4,2,0,31,1,5
EJ Manuel,131,5,26,11,42.3,0,0,58.3,6,23.1,1,0,35,3,20
Geno Smith,126,9,14,8,57.1,1,1,81.2,3,21.4,1,1,69,3,19
Kevin Hogan,104,4,26,14,53.8,0,2,31.6,6,23.1,0,0,17,2,10
Cardale Jones,96,8.7,11,6,54.6,0,1,46,2,18.2,1,1,64,1,2
Mark Sanchez,93,5.2,18,10,55.6,0,2,30.3,5,27.8,1,0,33,3,25
Mike Glennon,75,6.8,11,10,90.9,1,0,125.4,6,54.6,0,0,13,0,0
Matt McGloin,50,3.3,15,8,53.3,0,0,60.4,3,20,0,0,19,0,0
Willie Snead,50,50,1,1,100,1,0,158.3,1,100,1,1,50,0,0
Tanner McEvoy,43,43,1,1,100,0,0,118.8,1,100,1,1,43,0,0
Terrelle Pryor,41,4.6,9,5,55.6,0,0,67.4,1,11.1,1,0,26,1,1
Patrick McAfee,35,35,1,1,100,0,0,118.8,1,100,1,0,35,0,0
Tress Way,31,31,1,1,100,0,0,118.8,1,100,1,0,31,0,0
Tony Romo,29,7.2,4,3,75,1,0,134.4,3,75,0,0,15,0,0
Ryan Mallett,26,4.3,6,3,50,0,1,22.2,1,16.7,0,0,12,0,0
David Fales,22,4.4,5,2,40,0,0,53.8,2,40,0,0,12,1,5
Marqise Lee,20,20,1,1,100,1,0,158.3,1,100,1,0,20,0,0
Sean Mannion,19,3.2,6,3,50,0,1,17.4,1,16.7,0,0,9,0,0
Brett Hundley,17,1.7,10,2,20,0,1,0,0,0,0,0,9,0,0
Chase Daniel,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Riley Dixon,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Matt Schaub,16,5.3,3,1,33.3,0,0,52.1,1,33.3,0,0,16,0,0
Doug Baldwin,15,15,1,1,100,1,0,158.3,1,100,0,0,15,0,0
Dez Bryant,10,10,1,1,100,1,0,147.9,1,100,0,0,10,0,0
DeMarco Murray,10,5,2,1,50,1,0,104.2,1,50,0,0,10,0,0
Johnny Hekker,4,2,2,1,50,0,0,56.2,1,50,0,0,4,0,0
Cameron Meredith,2,2,1,1,100,1,0,118.8,1,100,0,0,2,0,0
Dontari Poe,2,2,1,1,100,1,0,118.8,1,100,0,0,2,0,0
Cole Beasley,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Odell Beckham Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Le'Veon Bell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Travis Benjamin,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kellen Clemens,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Pharoh Cooper,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Larry Fitzgerald,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Josh Huff,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Duke Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brett Kern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarvis Landry,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jeremy Maclin,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerick McKinnon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Antonio Morrison,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jon Ryan,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Justin Tucker,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jonathan Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
