Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Drew Brees,5208,7.7,673,471,70,37,15,101.7,264,39.2,70,10,98,27,184
Matt Ryan,4944,9.3,534,373,69.8,38,7,117.1,238,44.6,69,17,76,37,235
Kirk Cousins,4917,8.1,606,406,67,25,12,97.2,225,37.1,69,13,80,23,190
Aaron Rodgers,4428,7.3,610,401,65.7,40,7,104.2,222,36.4,57,10,66,35,246
Philip Rivers,4386,7.6,578,349,60.4,33,21,87.9,214,37,57,16,59,36,188
Matthew Stafford,4327,7.3,594,388,65.3,24,10,93.3,217,36.5,52,10,73,37,216
Joe Flacco,4317,6.4,672,436,64.9,20,15,83.5,204,30.4,40,11,95,33,243
Andrew Luck,4240,7.8,545,346,63.5,31,13,96.4,206,37.8,61,8,64,41,268
Carson Palmer,4233,7.1,597,364,61,26,14,87.2,218,36.5,48,6,80,40,281
Russell Wilson,4219,7.7,546,353,64.6,21,11,92.6,193,35.4,51,11,59,41,293
Andy Dalton,4206,7.5,563,364,64.6,18,8,91.8,204,36.2,53,13,86,41,264
Jameis Winston,4090,7.2,567,345,60.8,28,18,86.1,214,37.7,43,4,45,35,239
Eli Manning,4027,6.7,598,377,63,26,16,86,190,31.8,46,11,75,21,142
Derek Carr,3937,7,560,357,63.8,28,6,96.7,189,33.8,50,8,75,16,79
Blake Bortles,3905,6.2,625,368,58.9,23,16,78.8,206,33,43,4,51,34,197
Sam Bradford,3877,7,552,395,71.6,20,5,99.3,197,35.7,49,8,71,37,276
Ben Roethlisberger,3819,7.5,509,328,64.4,29,13,95.4,184,36.2,59,8,72,17,141
Carson Wentz,3782,6.2,607,379,62.4,16,14,79.2,191,31.5,39,6,73,33,213
Dak Prescott,3667,8,459,311,67.8,23,4,104.9,182,39.6,38,8,83,25,143
Tom Brady,3554,8.2,432,291,67.4,28,2,112.2,163,37.7,45,8,79,15,87
Cam Newton,3509,6.9,510,270,52.9,19,14,75.8,172,33.7,42,8,88,36,277
Alex Smith,3502,7.2,489,328,67.1,15,8,91.2,181,37,39,8,80,28,140
Marcus Mariota,3426,7.6,451,276,61.2,26,9,95.6,158,35,50,7,60,23,156
Trevor Siemian,3401,7,486,289,59.5,18,10,84.6,155,31.9,37,8,76,31,187
Tyrod Taylor,3023,6.9,436,269,61.7,17,6,89.6,147,33.7,33,7,84,42,192
Ryan Tannehill,2995,7.7,389,261,67.1,19,12,93.5,132,33.9,37,11,74,29,216
Brock Osweiler,2957,5.8,510,301,59,15,16,72.2,153,30,29,4,53,27,206
Ryan Fitzpatrick,2710,6.7,403,228,56.6,12,17,69.6,128,31.8,38,5,57,19,81
