Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Tom Brady,5316,7.4,719,485,67.4,43,12,102.1,269,37.4,75,10,62,22,144
Justin Herbert,5014,7.5,672,443,65.9,38,15,97.7,256,38.1,53,15,72,31,214
Matthew Stafford,4886,8.1,601,404,67.2,41,17,102.9,233,38.8,65,18,79,30,243
Patrick Mahomes,4839,7.4,658,436,66.3,37,13,98.4,260,39.5,58,11,75,28,146
Derek Carr,4804,7.7,626,428,68.4,23,14,94,217,34.7,67,10,61,40,241
Joe Burrow,4611,8.9,520,366,70.4,34,14,108.3,202,38.8,60,15,82,51,370
Dak Prescott,4449,7.5,596,410,68.8,37,10,104.2,227,38.1,55,7,51,30,144
Josh Allen,4407,6.8,646,409,63.3,36,15,92.2,234,36.2,51,8,61,26,164
Kirk Cousins,4221,7.5,561,372,66.3,33,7,103.1,192,34.2,60,10,64,28,197
Aaron Rodgers,4115,7.8,531,366,68.9,37,4,111.9,213,40.1,55,10,75,30,188
Matt Ryan,3968,7.1,560,375,67,20,12,90.4,195,34.8,44,7,64,40,274
Jimmy Garoppolo,3810,8.6,441,301,68.2,20,12,98.7,172,39,54,8,83,29,201
Mac Jones,3801,7.3,521,352,67.6,22,13,92.5,177,34,52,6,75,28,241
Kyler Murray,3787,7.9,481,333,69.2,24,10,100.6,172,35.8,49,9,77,31,286
Ben Roethlisberger,3740,6.2,605,390,64.5,22,10,86.8,188,31.1,39,9,59,38,239
Ryan Tannehill,3734,7,531,357,67.2,21,14,89.6,192,36.2,35,7,57,47,327
Trevor Lawrence,3641,6,602,359,59.6,12,17,71.9,177,29.4,43,5,58,32,238
Carson Wentz,3563,6.9,516,322,62.4,27,7,94.6,165,32,42,9,76,32,227
Taylor Heinicke,3419,6.9,494,321,65,20,15,85.9,167,33.8,40,6,73,38,278
Jared Goff,3245,6.6,494,332,67.2,19,8,91.5,162,32.8,39,3,63,35,280
Jalen Hurts,3144,7.3,432,265,61.3,16,9,87.2,143,33.1,44,5,91,26,150
Russell Wilson,3113,7.8,400,259,64.8,25,6,103,135,33.8,45,10,69,33,266
Teddy Bridgewater,3052,7.2,426,285,66.9,18,7,94.9,146,34.3,33,5,64,31,211
Baker Mayfield,3010,7.2,418,253,60.5,17,13,83.1,143,34.2,42,9,71,43,269
Lamar Jackson,2882,7.5,382,246,64.4,16,13,87,135,35.3,41,5,49,38,190
Davis Mills,2664,6.8,394,263,66.8,16,10,88.8,118,30,31,5,67,31,206
Tua Tagovailoa,2653,6.8,388,263,67.8,16,10,90.1,137,35.3,30,6,65,20,152
Sam Darnold,2527,6.2,406,243,59.8,9,13,71.9,123,30.3,30,4,63,35,204
Daniel Jones,2428,6.7,361,232,64.3,10,7,84.8,116,32.1,24,5,54,22,160
Zach Wilson,2334,6.1,383,213,55.6,9,11,69.7,112,29.2,32,5,54,44,370
Justin Fields,1870,6.9,270,159,58.9,7,10,73.2,83,30.7,28,4,64,36,264
Andy Dalton,1515,6.4,236,149,63.1,8,9,76.8,83,35.2,11,3,60,18,143
Jacoby Brissett,1283,5.7,225,141,62.7,5,4,78.1,69,30.7,15,2,52,19,132
Jameis Winston,1170,7.3,161,95,59,14,3,102.8,56,34.8,11,4,72,11,69
Trevor Siemian,1154,6.1,188,108,57.4,11,3,88.4,61,32.4,15,1,46,9,64
Tyler Huntley,1081,5.8,188,122,64.9,3,4,76.6,55,29.3,11,1,43,18,107
Taysom Hill,978,7.3,134,78,58.2,4,5,75.4,43,32.1,14,2,70,9,64
Tyrod Taylor,966,6.4,150,91,60.7,5,5,76.7,44,29.3,13,3,52,13,119
Mike White,953,7.2,132,88,66.7,5,8,75.1,49,37.1,11,0,28,4,18
Mike Glennon,790,4.7,167,90,53.9,4,10,49.7,43,25.8,5,1,60,9,68
Drew Lock,787,7.1,111,67,60.4,2,2,80.4,32,28.8,13,2,44,9,52
Colt McCoy,740,7.5,99,74,74.8,3,1,101.4,39,39.4,11,2,50,6,40
Geno Smith,702,7.4,95,65,68.4,5,1,103,31,32.6,11,2,84,13,117
Cam Newton,684,5.4,126,69,54.8,4,5,64.4,32,25.4,5,1,64,10,83
Josh Johnson,638,7.5,85,57,67.1,5,2,99,39,45.9,5,0,28,3,23
Trey Lance,603,8.5,71,41,57.8,5,2,97.3,27,38,8,3,76,4,15
Tim Boyle,526,5.6,94,61,64.9,3,6,63.5,28,29.8,8,1,42,0,0
Case Keenum,462,6.4,72,47,65.3,3,1,91.3,25,34.7,4,0,34,5,29
Gardner Minshew,439,7.3,60,41,68.3,4,1,104.8,24,40,7,0,36,5,31
Cooper Rush,422,9,47,30,63.8,3,1,105.1,18,38.3,5,2,73,3,19
Jordan Love,411,6.6,62,36,58.1,2,3,68.7,22,35.5,6,1,62,3,23
PJ Walker,362,5.5,66,36,54.6,1,3,56.5,19,28.8,1,0,24,7,47
Joe Flacco,338,8,42,27,64.3,3,0,113,14,33.3,6,1,62,2,13
Mason Rudolph,277,4.8,58,35,60.3,1,1,70.8,16,27.6,2,0,36,0,0
Nick Foles,250,7.1,35,24,68.6,1,0,98.5,14,40,1,0,30,4,21
Brian Hoyer,227,20.6,11,9,81.8,1,0,149,8,72.7,6,2,48,0,0
Jake Fromm,210,3.5,60,27,45,1,3,38.9,10,16.7,2,0,36,6,33
Garrett Gilbert,194,6.3,31,20,64.5,0,0,81.9,8,25.8,2,1,46,2,20
Sean Mannion,189,5.2,36,22,61.1,1,0,84.1,8,22.2,2,0,30,2,15
Brandon Allen,149,4.4,34,17,50,2,0,81.6,5,14.7,2,0,26,4,33
Nick Mullens,147,4.9,30,20,66.7,1,0,89.2,9,30,1,0,25,0,0
Ian Book,135,6.8,20,12,60,0,2,40.6,5,25,1,1,56,8,54
Kyle Allen,120,6.3,19,12,63.2,1,0,98.6,6,31.6,0,0,19,2,5
Ced Wilson,88,29.3,3,3,100,0,0,118.8,3,100,3,0,35,0,0
Chad Henne,82,5.1,16,11,68.8,0,0,80.7,6,37.5,0,0,17,0,0
Tom Kennedy,75,75,1,1,100,1,0,158.3,1,100,1,1,75,0,0
Blaine Gabbert,67,6.1,11,7,63.6,0,0,80.5,4,36.4,1,0,23,1,10
Tyler Boyd,46,46,1,1,100,0,0,118.8,1,100,1,1,46,0,0
Jakobi Meyers,45,22.5,2,2,100,0,0,118.8,1,50,1,0,30,0,0
Mitchell Trubisky,43,5.4,8,6,75,0,1,47.4,2,25,0,0,15,0,0
Jack Fox,38,12.7,3,2,66.7,0,0,109.7,2,66.7,1,0,21,0,0
Chris Streveler,36,4,9,6,66.7,0,0,74.3,1,11.1,0,0,17,2,17
Justin Jefferson,35,8.8,4,2,50,0,0,80.2,2,50,1,0,24,0,0
C.J. Beathard,33,16.5,2,2,100,0,0,118.8,1,50,1,0,28,0,0
Christian Kirk,33,33,1,1,100,0,0,118.8,1,100,1,0,33,0,0
Kendrick Bourne,25,25,1,1,100,1,0,158.3,1,100,1,0,25,0,0
Jacob Eason,25,5,5,2,40,0,1,16.7,2,40,0,0,15,0,0
Deebo Samuel,24,12,2,1,50,1,0,133.3,1,50,1,0,24,0,0
Chris Banjo,23,23,1,1,100,0,0,118.8,1,100,1,0,23,0,0
Josh Rosen,19,1.7,11,2,18.2,0,2,0,1,9.1,0,0,14,0,0
Kadarius Toney,19,6.3,3,1,33.3,0,0,56.2,1,33.3,0,0,19,1,6
Dante Pettis,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Courtland Sutton,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Tommy Townsend,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Ryan Fitzpatrick,13,2.2,6,3,50,0,0,56.2,0,0,0,0,6,1,2
Matthias Farley,6,6,1,1,100,0,0,91.7,1,100,0,0,6,0,0
Derrick Henry,5,5,1,1,100,1,0,127.1,1,100,0,0,5,0,0
Kellen Mond,5,1.7,3,2,66.7,0,0,70.1,0,0,0,0,6,0,0
John Wolford,5,1.2,4,1,25,0,1,0,0,0,0,0,5,1,8
Ezekiel Elliott,4,4,1,1,100,0,0,83.3,0,0,0,0,4,0,0
Marcus Mariota,4,2,2,1,50,0,0,56.2,0,0,0,0,4,0,0
Johnny Hekker,2,2,1,1,100,0,0,79.2,0,0,0,0,2,0,0
Greg Ward,2,1,2,1,50,0,0,56.2,0,0,0,0,2,0,0
Kendall Hinton,1,1,1,1,100,0,0,79.2,0,0,0,0,1,0,0
Keenan Allen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Danny Amendola,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cole Beasley,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Blough,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Chris Boswell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
A.J. Brown,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Rex Burkhead,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keelan Cole,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jamison Crowder,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Stefon Diggs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Riley Dixon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Leonard Fournette,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Feleipe Franks,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mike Gesicki,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Blake Gillikin,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dawson Knox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Koch,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cooper Kupp,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jarvis Landry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Andy Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Long,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Montgomery,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cordarrelle Patterson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brett Rypien,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
D'Andre Swift,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Albert Wilson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,1
Brandon Zylstra,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
