Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Travis Homer,44,1,44,1,1,1,44,0,0
Kene Nwangwu,32.2,18,579,2,14,3,99,0,0
Andy Isabella,31,1,31,0,1,0,31,0,0
Braxton Berrios,30.4,28,852,1,24,3,102,0,0
Ty Montgomery,29.5,2,59,0,2,0,33,0,0
Chris Evans,29,2,58,0,2,0,29,0,0
Tevin Coleman,28.8,11,317,0,8,1,65,0,0
Tony Pollard,28.8,17,489,1,13,2,100,0,0
Alex Erickson,28.5,2,57,0,1,0,39,0,0
Jason Huntley,28,3,84,0,3,0,35,0,0
Andre Roberts,27.3,37,1010,1,23,4,101,0,0
Matt Breida,27,1,27,0,1,0,27,0,0
D'Wayne Eskridge,27,2,54,0,2,0,27,0,0
Desmond King,27,1,27,0,1,0,27,0,0
Artavis Pierce,27,1,27,0,1,0,27,0,0
Isaiah Rodgers,26.4,19,501,0,13,4,72,0,1
Brandon Powell,26,8,208,0,4,1,65,0,0
Ashton Dulin,25.8,8,206,0,7,0,31,0,0
Tremon Smith,25.6,21,537,1,13,2,98,0,0
DeAndre Carter,25.1,36,904,1,25,1,101,0,1
Mike Hughes,25,1,25,0,1,0,25,0,0
Deebo Samuel,25,3,75,0,2,0,33,0,0
J.J. Taylor,25,1,25,0,1,0,25,0,0
Godwin Igwebuike,24.9,28,697,0,21,2,47,0,0
Byron Pringle,24.8,25,621,0,20,0,39,0,2
C.J. Board,24.8,11,273,0,9,0,38,0,0
Peyton Barber,24.5,2,49,0,2,0,25,0,0
Ja'Marcus Bradley,24.5,2,49,0,2,0,25,0,0
Anthony McFarland,24.3,3,73,0,3,0,25,0,0
Isaiah McKenzie,24.3,24,584,0,15,2,75,0,1
Devin Duvernay,24.1,28,676,0,23,1,47,0,0
Cordarrelle Patterson,24.1,18,434,0,15,0,32,0,1
Khalil Herbert,24.1,27,650,0,16,3,50,0,1
Shi Smith,24,1,24,0,1,0,24,0,0
Jamal Agnew,23.9,22,525,1,13,1,102,0,1
Deonte Harty,23.8,29,690,0,20,0,39,0,1
Marquez Stevenson,23.6,7,165,0,5,0,31,0,0
Alex Bachman,23.5,4,94,0,4,0,27,0,0
Corey Ballentine,23.5,4,94,0,4,0,26,0,0
Jakeem Grant,23.4,23,539,0,15,0,34,0,1
Jaydon Mickens,23.2,13,302,0,9,1,41,0,0
D'Ernest Johnson,23.2,6,139,0,6,0,29,0,0
DeeJay Dallas,23.2,33,764,0,25,1,40,0,0
Eno Benjamin,23.1,7,162,0,5,0,29,0,0
Gunner Olszewski,23.1,18,416,0,14,0,37,0,1
Tommylee Lewis,23,1,23,0,1,0,23,0,0
Sony Michel,22.5,4,90,0,3,0,28,0,0
Rondale Moore,22.4,13,291,0,10,0,32,0,0
Brandon Wilson,22.4,13,291,0,8,1,44,0,0
Ameer Abdullah,22.3,29,646,0,20,1,45,0,0
Tom Kennedy,22.2,4,89,0,3,0,28,0,0
Ray-Ray McCloud,22.2,35,776,0,19,1,40,0,0
Dontrell Hilliard,22.1,8,177,0,7,0,26,0,0
Michael Bandy,22,4,88,0,3,0,27,0,0
Jake Funk,22,4,88,0,3,0,28,0,0
Anthony Schwartz,21.5,15,322,0,8,0,35,0,0
JoJo Natson,21.4,5,107,0,3,0,28,0,0
Avery Williams,21.3,23,490,0,14,0,38,0,0
Jalen Reagor,21.2,12,255,0,7,1,44,0,1
Darius Phillips,21.1,8,169,0,4,0,32,0,0
Chuba Hubbard,21,1,21,0,1,0,21,0,0
Tommy Tremble,21,1,21,0,1,0,21,0,0
Ihmir Smith-Marsette,20.8,4,83,0,3,0,24,0,0
Brandon Bolden,20.7,3,62,0,2,0,25,0,0
Jalen Richard,20.6,11,227,0,6,0,32,0,0
Trenton Cannon,20.5,16,328,0,9,1,68,0,1
Olamide Zaccheaus,20.5,2,41,0,1,0,24,0,0
Chester Rogers,20.1,14,282,0,5,0,37,0,1
M.J. Stewart,20,1,20,0,1,0,20,0,0
Jaelon Darden,19.9,18,359,0,7,0,34,0,0
Kylin Hill,19.9,10,199,0,4,1,41,0,0
Marcus Johnson,19.9,9,179,0,6,0,31,0,0
Greg Dortch,19.8,4,79,0,2,0,31,0,0
Keelan Cole,19.6,7,137,0,4,0,26,0,0
Corey Clement,19.6,11,215,0,7,0,29,0,0
Tyron Johnson,19.5,8,156,0,4,0,34,0,0
Tylan Wallace,19.5,2,39,0,1,0,24,0,0
Darnay Holmes,19.4,5,97,0,3,0,23,0,0
Malik Taylor,19.4,5,97,0,3,0,32,0,0
Kenyan Drake,19.2,10,192,0,4,0,31,0,1
Demetric Felton,19.1,9,172,0,4,0,28,0,0
Ty Johnson,19,3,57,0,1,0,26,0,1
Scott Miller,19,1,19,0,0,0,19,0,0
D.J. Reed,19,1,19,0,0,0,19,0,0
Dwayne Washington,18.7,3,56,0,1,0,21,0,0
Amari Rodgers,18.1,11,199,0,5,0,27,0,0
Phillip Lindsay,18,4,72,0,1,0,20,0,0
Alexander Mattison,18,1,18,0,0,0,18,0,0
J.J. Koski,17.8,5,89,0,1,0,26,0,0
Giovani Bernard,17.7,3,53,0,0,0,19,0,0
Chris Claybrooks,17.6,5,88,0,2,0,25,0,0
Jaylen Waddle,17.6,9,158,0,3,0,25,0,0
Mecole Hardman,17.5,2,35,0,1,0,20,0,0
Nyheim Hines,17.5,4,70,0,1,0,20,0,0
Henry Ruggs III,17.5,4,70,0,2,0,22,0,0
Ben Skowronek,17.5,4,70,0,0,0,19,0,0
Ambry Thomas,17.5,4,70,0,0,0,19,0,0
Tutu Atwell,17.4,5,87,0,2,0,25,0,1
Pooka Williams Jr.,17.3,3,52,0,1,0,25,0,0
Pharoh Cooper,17.2,12,207,0,4,0,26,0,0
Quez Watkins,17.2,8,138,0,4,0,24,0,0
Kenneth Gainwell,17.1,8,137,0,4,0,31,0,1
Diontae Spencer,17.1,17,291,0,4,0,26,0,0
Darrynton Evans,17,1,17,0,0,0,17,0,0
Maurice Ffrench,17,1,17,0,0,0,17,0,0
Buddy Howell,17,2,34,0,0,0,19,0,0
Equanimeous St. Brown,17,1,17,0,0,0,17,0,0
Trent Taylor,17,4,68,0,3,0,25,0,0
Jordan Wilkins,17,1,17,0,0,0,17,0,0
Larry Rountree III,16.7,7,117,0,2,0,24,0,0
K.J. Hill,16.7,3,50,0,0,0,18,0,0
JaMycal Hasty,16.1,9,145,0,4,0,28,0,1
Nasir Adderley,16,3,48,0,0,0,19,0,0
Cameron Batson,16,5,80,0,1,0,20,0,0
Jalen Guyton,16,2,32,0,1,0,22,0,0
Jonathan Ward,16,1,16,0,0,0,16,0,0
Jeremy McNichols,15.5,2,31,0,0,0,16,0,0
Danny Amendola,15,1,15,0,0,0,15,0,0
JaQuan Hardy,15,1,15,0,0,0,15,0,0
Ke'Shawn Vaughn,15,1,15,0,0,0,15,0,0
Myles Gaskin,14.5,2,29,0,0,0,16,0,0
Alex Armah,14,2,28,0,0,0,17,0,0
Jakob Johnson,14,1,14,0,0,0,14,0,0
Taiwan Jones,14,1,14,0,0,0,14,0,0
Zach Pascal,14,1,14,0,0,0,14,0,0
Devin McCourty,13.5,2,27,0,0,0,18,0,0
Dan Arnold,13,1,13,0,0,0,13,0,0
Demetrius Harris,13,2,26,0,0,0,14,0,0
DJ Moore,13,1,13,0,0,0,13,0,0
Colby Parkinson,13,1,13,0,0,0,13,0,0
Boston Scott,13,1,13,0,0,0,13,0,0
Keith Smith,13,2,26,0,0,0,16,0,0
Travis Benjamin,12,2,24,0,0,0,12,0,1
Khari Blasingame,12,1,12,0,0,0,12,0,0
John Ross,12,1,12,0,0,0,12,0,0
Antony Auclair,11,1,11,0,0,0,11,0,0
Stanley Morgan,11,2,22,0,0,0,18,0,0
James Proche,11,2,22,0,1,0,22,0,0
Michael Burton,10.5,2,21,0,0,0,12,0,0
Tyler Johnson,10,1,10,0,0,0,10,0,0
Cooper Kupp,10,2,20,0,0,0,12,0,0
Darnell Mooney,10,1,10,0,0,0,10,0,0
Andy Janovich,9.5,2,19,0,0,0,13,0,0
Aaron Jones,9.5,2,19,0,0,0,10,0,0
Daren Bates,8,1,8,0,0,0,8,0,0
Ryan Griffin,8,1,8,0,0,0,8,0,0
Wayne Gallman,7,1,7,0,0,0,7,0,0
Cyril Grayson,7,1,7,0,0,0,7,0,0
Darrell Daniels,6,1,6,0,0,0,6,0,0
Tony Jones,5,1,5,0,0,0,5,0,0
Greg Ward,3,1,3,0,0,0,3,0,0
Germaine Pratt,2,1,2,0,0,0,2,0,0
Albert Wilson,2,1,2,0,0,0,2,0,0
Jonathan Garvin,0,1,0,0,0,0,0,0,0
Dallas Goedert,0,1,0,0,0,0,0,0,0
John Hightower,0,1,0,0,0,0,17,0,1
Cole Kmet,0,1,0,0,0,0,0,0,0
Josh Metellus,0,1,0,0,0,0,0,0,0
Aaron Patrick,0,1,0,0,0,0,0,0,0
Jaylen Samuels,0,1,0,0,0,0,0,0,0
