Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Byron Murphy,48,1,48,0,1,1,48,0,0
Brandon Powell,22.2,6,133,1,2,1,61,4,0
C.J. Board,16.5,2,33,0,1,0,26,5,0
Alex Bachman,16,1,16,0,0,0,16,1,0
Travis Benjamin,15.7,3,47,0,1,0,22,2,0
Devin Duvernay,13.8,26,360,0,6,1,42,24,1
Mike Hughes,13.6,5,68,0,1,0,37,5,1
Braxton Berrios,13.4,15,201,0,1,0,28,25,0
Dazz Newsome,12.5,6,75,0,1,0,28,2,0
Mecole Hardman,12.1,13,157,0,3,0,31,5,1
Kendall Hinton,12,2,24,0,0,0,15,2,0
Mohamed Sanu,12,2,24,0,0,0,13,3,0
Olamide Zaccheaus,12,3,36,0,0,0,17,2,0
Easop Winston,11.9,10,119,0,1,0,34,5,0
Jakeem Grant,11.9,26,309,1,4,1,97,2,1
Gunner Olszewski,11.9,26,309,0,4,0,27,10,2
Kalif Raymond,11.2,21,236,0,2,1,48,15,0
David Moore,11,3,33,0,1,0,21,1,0
Trenton Irwin,10.3,3,31,0,0,0,15,4,0
J.J. Koski,10,2,20,0,0,0,13,1,1
CeeDee Lamb,9.9,14,139,0,1,0,21,9,0
Hunter Renfrow,9.8,31,303,0,3,1,41,20,4
Chester Rogers,9.8,30,293,0,2,1,55,20,3
Jaydon Mickens,9.7,14,136,0,1,1,48,11,1
Alvin Kamara,9.7,3,29,0,0,0,14,0,0
Ray-Ray McCloud,9.7,38,367,0,2,0,23,12,3
Deonte Harty,9.5,21,199,0,2,0,26,15,1
Marquez Stevenson,9.4,14,132,0,0,0,19,1,2
Micah Hyde,9.2,4,37,0,0,0,17,0,0
Desmond King,9.1,17,154,0,1,0,20,7,0
DJ Moore,9,1,9,0,0,0,9,0,0
Alex Erickson,8.9,23,204,0,1,0,22,30,0
Freddie Swain,8.6,22,189,0,2,0,22,22,1
DeAndre Carter,8.4,16,134,0,0,0,16,19,1
Dede Westbrook,8.3,22,183,0,1,1,45,18,2
Amari Rodgers,8.3,20,166,0,1,0,23,8,2
Pharoh Cooper,8.2,11,90,0,0,0,17,10,0
Rondale Moore,8.1,21,171,0,1,0,27,10,2
Greg Dortch,8,3,24,0,0,0,17,0,0
Cooper Kupp,8,1,8,0,0,0,8,20,0
Donovan Peoples-Jones,7.9,12,95,0,1,0,20,3,1
Diontae Spencer,7.9,26,206,0,1,0,25,12,2
Kenjon Barner,7.8,6,47,0,1,0,20,1,0
Isaiah McKenzie,7.7,19,147,0,2,0,26,6,1
Jevon Holland,7.7,12,92,0,0,0,16,14,2
Avery Williams,7.6,20,153,0,1,0,23,12,1
Jaelon Darden,7.5,19,142,0,1,1,43,5,0
Trent Taylor,7.4,7,52,0,0,0,12,5,0
Nyheim Hines,7.4,23,170,0,0,0,16,14,2
Jalen Reagor,7.3,31,227,0,3,0,39,15,1
Brandon Aiyuk,7.2,29,208,0,2,0,27,12,1
Demetric Felton,7.1,32,227,0,3,0,24,2,4
Darius Phillips,7.1,25,177,0,0,0,17,12,4
Jakobi Meyers,7,1,7,0,0,0,7,2,0
Jaylen Waddle,7,5,35,0,0,0,15,3,1
K.J. Hill,6.8,6,41,0,0,0,12,3,0
Jamal Agnew,6.7,11,74,0,0,0,14,21,0
Jabrill Peppers,6.4,9,58,0,0,0,19,3,0
Nick Kwiatkoski,6,1,6,0,0,0,6,0,0
Greg Ward,6,2,12,0,0,0,12,1,0
K.J. Osborn,5.8,4,23,0,0,0,11,2,0
Tutu Atwell,5.4,10,54,0,0,0,17,1,0
Trevon Diggs,5,2,10,0,0,0,9,0,0
JoJo Natson,5,3,15,0,0,0,8,0,0
Andre Roberts,5,20,99,0,0,0,15,11,3
Giovani Bernard,3.5,2,7,0,0,0,6,2,0
Ced Wilson,3.3,11,36,0,0,0,14,5,2
Nsimba Webster,3.2,4,13,0,0,0,6,1,1
Keelan Cole,3,1,3,0,0,0,3,0,0
Tyler Lockett,3,1,3,0,0,0,3,0,0
Demarcus Robinson,3,1,3,0,0,0,3,0,0
Marquez Callaway,2,1,2,0,0,0,2,2,0
Javin White,2,1,2,0,0,0,2,0,0
Tavon Austin,1.5,2,3,0,0,0,3,0,1
Cameron Sutton,1.5,2,3,0,0,0,3,0,0
Tommylee Lewis,1.3,3,4,0,0,0,5,2,0
Tyler Boyd,1,1,1,0,0,0,1,1,0
Tremon Smith,1,1,1,0,0,0,1,1,0
Damiere Byrd,0,1,0,0,0,0,0,0,1
Randall Cobb,0,1,0,0,0,0,0,0,1
N'Keal Harry,0,1,0,0,0,0,0,0,1
Jerry Jacobs,0,1,0,0,0,0,0,0,1
Chris Milton,0,1,0,0,0,0,0,0,1
Dante Pettis,0,2,0,0,0,0,0,1,1
Malik Taylor,0,1,0,0,0,0,0,0,1
Kadarius Toney,0,1,0,0,0,0,0,1,0
Nahshon Wright,0,1,0,0,0,0,0,0,1
Christian Kirk,-5,1,-5,0,0,0,-5,6,0
