Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Matt Gay,102,6309,646,65,63.7,30,21.5,3,0,4,0
Dustin Hopkins,100,6294,493,71,71,26,19,2,0,0,0
Greg Zuerlein,100,6422,468,80,80,18,26,1,0,1,0
Tyler Bass,99,6216,737,56,56.6,40,18.4,1,0,2,0
Jake Elliott,96,6077,875,61,63.5,33,26.5,2,0,0,0
Matt Prater,96,5958,390,73,76,18,21.7,5,1,0,0
Rigoberto Sanchez,95,5974,988,47,49.5,46,21.5,2,0,0,0
Mason Crosby,94,6031,1283,43,45.7,50,25.7,0,0,1,0
Greg Joseph,94,6004,383,76,80.8,17,22.5,1,0,0,0
Jake Bailey,93,5886,1038,41,44.1,49,21.2,0,0,3,0
Harrison Butker,93,5853,597,61,65.6,32,18.7,0,0,0,0
Evan McPherson,91,5814,755,55,60.4,35,21.6,0,0,1,0
Bradley Pinion,90,5770,474,71,78.9,17,27.9,1,0,1,0
Justin Tucker,90,5443,724,47,52.2,39,18.6,3,1,1,1
Randy Bullock,89,5682,794,50,56.2,39,20.4,0,0,0,0
Daniel Carlson,87,5560,742,53,60.9,33,22.5,0,0,1,1
Chris Boswell,86,5464,1090,40,46.5,45,24.2,0,0,1,0
Jason Myers,82,5080,972,31,37.8,49,19.8,1,0,1,0
Brandon McManus,78,4975,551,62,79.5,14,39.4,2,1,0,2
Jason Sanders,78,4969,420,56,71.8,20,21,1,0,1,0
Cairo Santos,71,4443,750,34,47.9,35,21.4,2,1,0,0
Chase McLaughlin,69,4347,747,31,44.9,37,20.2,1,0,0,0
Graham Gano,64,3966,653,27,42.2,36,18.1,0,0,1,0
Joey Slye,58,3690,464,37,63.8,21,22.1,0,0,0,0
Younghoe Koo,56,3508,553,29,51.8,25,22.1,1,0,1,0
Zane Gonzalez,55,3568,559,35,63.6,20,28,0,0,0,0
Mitch Wishnowsky,54,3367,768,21,38.9,32,24,1,0,0,1
Matt Ammendola,45,2734,321,27,60,16,20.1,2,0,1,0
Ka'imi Fairbairn,44,2657,507,16,36.4,25,20.3,2,1,1,0
Brett Maher,37,2245,379,18,48.6,17,22.3,2,0,0,0
Jack Fox,35,2209,378,19,54.3,15,25.2,1,0,0,0
Brian Johnson,35,2143,342,16,45.7,18,19,1,0,0,0
Tristan Vizcaino,31,1996,438,13,41.9,18,24.3,0,0,0,0
Matthew Wright,31,1870,755,5,16.1,26,29,1,0,0,2
Austin Seibert,26,1328,291,5,19.2,17,17.1,6,2,0,0
Braden Mann,23,1441,32,20,87,3,10.7,1,0,0,0
Aldrick Rosas,22,1422,70,18,81.8,4,17.5,0,0,0,0
Logan Cooke,21,1335,313,10,47.6,10,31.3,0,0,1,1
Robbie Gould,21,1328,265,8,38.1,13,20.4,0,0,0,0
Lirim Hajrullahu,17,1100,138,12,70.6,5,27.6,0,0,0,0
Cameron Nizialek,15,946,257,6,40,9,28.6,0,0,0,1
Ryan Santoso,15,964,68,12,80,3,22.7,0,0,0,0
Sterling Hofrichter,14,894,195,6,42.9,8,24.4,0,0,0,0
Elliott Fry,12,706,110,6,50,5,22,1,0,0,0
Nick Folk,10,611,128,4,40,6,21.3,0,0,0,0
Josh Lambo,10,617,47,7,70,2,23.5,1,0,0,0
Dominik Eberle,8,504,105,3,37.5,5,21,0,0,0,0
Chris Blewitt,6,334,0,5,83.3,0,0,1,0,0,0
Riley Dixon,5,102,6,0,0,1,6,4,1,0,0
Chris Naggar,5,317,44,3,60,2,22,0,0,0,0
Alex Kessman,4,246,39,1,25,3,13,0,0,0,0
Mike Badgley,3,191,22,2,66.7,1,22,0,0,0,0
Cody Parkey,3,195,48,1,33.3,2,24,0,0,0,0
Brandon Zylstra,3,146,49,0,0,3,16.3,0,0,0,0
Blake Gillikin,2,130,0,2,100,0,0,0,0,0,0
Pressley Harvin III,2,101,10,0,0,1,10,0,0,1,0
Riley Patterson,2,14,0,0,0,0,0,2,1,0,0
Tress Way,2,124,54,0,0,2,27,0,0,0,0
Ryan Winslow,2,130,39,0,0,2,19.5,0,0,0,0
Michael Dickson,1,58,14,0,0,1,14,0,0,0,0
Matt Haack,1,53,2,0,0,1,2,0,0,0,0
Andy Lee,1,55,15,0,0,1,15,0,0,0,0
Thomas Morstead,1,13,0,0,0,0,0,1,0,0,0
Michael Palardy,1,58,15,0,0,1,15,0,0,0,0
Arryn Siposs,1,58,13,0,0,1,13,0,0,0,0
