Player,INT,INT TD,INT Yds,Lng
Trevon Diggs,11,2,142,59
J.C. Jackson,8,1,92,88
Amani Oruwariye,6,0,73,50
Kevin Byard,5,1,66,24
Quandre Diggs,5,0,68,29
Rasul Douglas,5,2,105,55
Xavien Howard,5,1,54,37
Micah Hyde,5,1,59,26
Xavier McKinney,5,1,64,41
Jordan Poyer,5,0,87,26
Justin Simmons,5,0,76,35
James Bradberry,4,0,19,14
Kyle Dugger,4,0,100,37
Shaquille Leonard,4,0,12,7
Bobby McCain,4,1,63,30
Kenny Moore II,4,0,78,32
Byron Murphy,4,1,49,29
Adrian Phillips,4,1,39,26
Jalen Ramsey,4,0,41,25
Taylor Rapp,4,0,31,18
Pat Surtain II,4,1,70,70
Logan Wilson,4,0,31,18
Paulson Adebo,3,0,50,33
Anthony Averett,3,0,21,21
Budda Baker,3,0,101,77
Anthony Barr,3,0,11,8
Anthony Brown,3,1,45,45
Mike Edwards,3,2,46,31
C.J. Gardner-Johnson,3,0,45,26
Lonnie Johnson,3,0,47,32
John Johnson,3,0,31,31
Desmond King,3,0,25,25
Marshon Lattimore,3,0,35,20
Jourdan Lewis,3,0,88,66
Tyrann Mathieu,3,1,56,34
Devin McCourty,3,0,22,22
Foye Oluokun,3,0,80,56
Isaiah Rodgers,3,0,24,12
Darius Slay,3,1,76,51
Chandon Sullivan,3,0,14,13
A.J. Terrell,3,0,42,35
Jalen Thompson,3,0,49,33
Denzel Ward,3,1,103,99
P.J. Williams,3,1,86,46
Ahkello Witherspoon,3,0,45,41
Xavier Woods,3,0,54,27
Jamal Adams,2,0,0,0
Adrian Amos,2,0,0,0
Eli Apple,2,0,50,50
Chidobe Awuzie,2,0,42,42
Bashaud Breeland,2,0,26,18
Deon Bush,2,0,42,27
De'Vondre Campbell,2,0,15,13
Tyson Campbell,2,0,3,3
Chuck Clark,2,1,17,17
Justin Coleman,2,0,0,0
Landon Collins,2,0,3,3
Tae Crowder,2,0,26,17
Ashtyn Davis,2,0,18,18
Jamel Dean,2,0,6,6
Pierre Desir,2,0,0,0
Brandin Echols,2,1,50,30
Terrell Edmunds,2,0,15,15
Rashaan Evans,2,0,1,1
Minkah Fitzpatrick,2,0,18,18
Kristian Fulton,2,0,13,13
Willie Gay Jr.,2,0,14,13
Stephon Gilmore,2,0,13,13
Tashaun Gipson,2,0,31,31
Shaq Thompson,2,0,39,29
Duron Harmon,2,0,0,0
Jaylinn Hawkins,2,0,11,11
Mike Hilton,2,1,59,35
Cole Holcomb,2,1,54,31
Jevon Holland,2,0,0,0
Donte Jackson,2,0,21,21
William Jackson,2,0,0,0
Derwin James,2,0,20,15
Ernest Jones,2,0,50,31
Damontae Kazee,2,0,8,8
Jayron Kearse,2,0,34,34
Eric Kendricks,2,0,22,22
David Long,2,0,6,6
Rodney McLeod Jr.,2,0,24,24
Nik Needham,2,1,28,28
Bobby Okereke,2,0,20,16
D.J. Reed,2,0,9,7
Troy Reeder,2,0,2,2
Justin Reid,2,0,45,24
Asante Samuel Jr.,2,0,26,26
Darnell Savage,2,0,0,0
Nick Scott,2,0,3,3
Malcolm Smith,2,0,1,1
L'Jarius Sneed,2,0,2,2
Daniel Sorensen,2,1,75,75
Caden Sterns,2,0,47,46
Cameron Sutton,2,0,4,4
Tavierre Thomas,2,1,48,48
Levi Wallace,2,0,29,15
Charvarius Ward,2,0,0,0
Jimmie Ward,2,1,27,27
Kyzir White,2,0,22,22
Jordan Whitehead,2,0,24,17
Greedy Williams,2,0,7,7
Marcus Williams,2,0,56,53
Khari Willis,2,0,0,0
Antoine Winfield Jr.,2,0,30,30
Johnathan Abram,1,0,6,6
Andrew Adams,1,0,17,17
Jaire Alexander,1,0,30,30
Kwon Alexander,1,0,0,0
Robert Alford,1,0,23,23
Josh Allen,1,0,11,11
Zach Allen,1,0,25,25
Azeez Al-Shaair,1,0,24,24
Ugo Amadi,1,0,12,12
Alex Anzalone,1,0,0,0
Jerome Baker,1,0,0,0
Shaquil Barrett,1,0,3,3
Jessie Bates,1,0,65,65
Vonn Bell,1,0,15,15
Henry Black,1,0,0,0
Angelo Blackson,1,0,6,6
Jayon Brown,1,0,2,2
Myles Bryant,1,0,33,33
Juston Burris,1,0,17,17
Camryn Bynum,1,0,27,27
Lorenzo Carter,1,0,1,1
Jeremy Chinn,1,0,0,0
Bradley Chubb,1,0,21,21
Jamie Collins,1,0,1,1
Maliek Collins,1,0,0,0
Cameron Dantzler,1,0,0,0
Marlon Davidson,1,1,3,3
Carlton Davis,1,0,25,25
Michael Davis,1,0,0,0
Dee Delaney,1,0,26,26
Grant Delpit,1,0,5,5
Tremaine Edmunds,1,0,4,4
T.J. Edwards,1,0,1,1
DeShon Elliott,1,0,0,0
Marcus Epps,1,0,0,0
Brandon Facyson,1,0,0,0
Leonard Floyd,1,0,11,11
Rudy Ford,1,0,8,8
Zaire Franklin,1,0,8,8
John Franklin-Myers,1,0,32,32
Jordan Fuller,1,0,34,34
Kendall Fuller,1,0,0,0
Alohi Gilman,1,0,0,0
A.J. Green,1,0,1,1
Dre Greenlaw,1,1,39,39
Randy Gregory,1,0,12,12
Kamu Grugier-Hill,1,0,82,82
Vernon Hargreaves III,1,0,18,18
Anthony Harris,1,0,2,2
Chris Harris,1,0,0,0
Marcell Harris,1,0,2,2
Ronnie Harrison,1,0,0,0
Casey Hayward,1,0,0,0
Cameron Heyward,1,0,0,0
Anthony Hitchens,1,0,0,0
Nate Hobbs,1,0,9,9
Darnay Holmes,1,0,15,15
Amani Hooker,1,0,21,21
Malik Hooker,1,0,0,0
Jaycee Horn,1,0,13,13
DeAndre Houston-Carson,1,0,0,0
Travin Howard,1,0,19,19
Mike Hughes,1,0,0,0
Marlon Humphrey,1,0,0,0
Adoree' Jackson,1,0,10,10
Kareem Jackson,1,0,7,7
Janoris Jenkins,1,0,0,0
Malcolm Jenkins,1,1,34,34
Jaquan Johnson,1,0,25,25
Jaylon Johnson,1,0,3,3
Taron Johnson,1,0,4,4
Brandon Jones,1,0,8,8
Jonathan Jones,1,0,0,0
Kevin King,1,0,0,0
Christian Kirksey,1,0,1,1
A.J. Klein,1,0,12,12
Demarcus Lawrence,1,1,40,40
Nevin Lawson,1,0,11,11
Shaq Lawson,1,0,1,1
Tyquan Lewis,1,0,8,8
David Long,1,0,0,0
Julian Love,1,0,0,0
Blake Lynch,1,0,2,2
Avonte Maddox,1,0,-1,-1
Tyler Matakevich,1,0,15,15
Steve McLendon,1,0,0,0
Terrance Mitchell,1,0,22,22
Tre'von Moehrig,1,0,35,35
Elijah Molden,1,1,2,2
C.J. Moore,1,0,21,21
Emmanuel Moseley,1,0,0,0
Trayvon Mullen,1,0,18,18
Eric Murray,1,0,0,0
Sharrod Neasman,1,0,13,13
Steven Nelson,1,0,4,4
Nick Niemann,1,0,0,0
Josh Norman,1,0,40,40
Tre Norwood,1,0,0,0
Uchenna Nwosu,1,0,2,2
George Odum,1,0,21,21
Julian Okwara,1,0,9,9
Jonathan Owens,1,0,7,7
AJ Parker,1,0,0,0
Patrick Peterson,1,1,66,66
James Pierre,1,0,0,0
Germaine Pratt,1,0,4,4
Xavier Rhodes,1,0,4,4
Malcolm Roach,1,0,5,5
Elandon Roberts,1,1,85,85
Bradley Roby,1,0,2,2
Robert Rochell,1,0,1,1
Greg Rousseau,1,0,3,3
Joe Schobert,1,0,23,23
Richard Sherman,1,0,0,0
Isaiah Simmons,1,0,0,0
Alex Singleton,1,1,29,29
Buster Skrine,1,0,17,17
Harrison Smith,1,0,10,10
Roquan Smith,1,1,53,53
Eric Stokes,1,0,0,0
Geno Stone,1,0,0,0
Ambry Thomas,1,0,0,0
Juan Thornhill,1,0,13,13
Tavon Young,1,0,0,0
Leighton Vander Esch,1,0,7,7
Kyle Van Noy,1,1,35,35
Nick Vigil,1,1,38,38
Bobby Wagner,1,0,3,3
Mykal Walker,1,1,66,66
Tracy Walker III,1,0,5,5
Carlos Watkins,1,1,29,29
Tershawn Wharton,1,0,0,0
Tre'Davious White,1,0,0,0
K'Waun Williams,1,0,4,4
Damien Wilson,1,0,1,1
Eric Wilson,1,0,7,7
Andrew Wingard,1,0,23,23
