Team,Rec,Yds,Yds/Rec,TD,20+,40+,Lng,Rec 1st,Rec 1st%,Rec FUM
Vikings,281,3121,11.1,27,0,0,46T,156,55.5,0
Bengals,255,3497,13.7,23,0,0,55,166,65.1,0
Eagles,238,2640,11.1,19,0,0,62,134,56.3,0
49ers,234,2806,12,15,0,0,68,133,56.8,0
Redskins,229,3092,13.5,28,0,0,96,150,65.5,0
Browns,220,2297,10.4,7,0,0,48T,114,51.8,0
Chiefs,217,2785,12.8,15,0,0,69T,128,59,0
Packers,212,2400,11.3,11,0,0,56,112,52.8,0
Colts,211,2606,12.4,19,0,0,90,114,54,0
Broncos,210,2900,13.8,15,0,0,90,137,65.2,0
Cowboys,207,2835,13.7,19,0,0,62,142,68.6,0
Raiders,196,2625,13.4,19,0,0,53,139,70.9,0
Patriots,193,2768,14.3,16,0,0,76T,133,68.9,0
Giants,193,2457,12.7,11,0,0,56,105,54.4,0
Bears,191,2169,11.4,9,0,0,57,99,51.8,0
Steelers,191,2544,13.3,21,0,0,59,125,65.4,0
Cardinals,187,2619,14,20,0,0,80,128,68.4,0
Lions,183,2240,12.2,15,0,0,65,111,60.7,0
Bills,182,2661,14.6,28,0,0,77,132,72.5,0
Rams,181,2450,13.5,14,0,0,54,120,66.3,0
Saints,181,1961,10.8,8,0,0,71,82,45.3,0
Jets,174,2468,14.2,16,0,0,91T,111,63.8,0
Dolphins,170,2196,12.9,19,0,0,79,108,63.5,0
Falcons,165,2361,14.3,18,0,0,68,118,71.5,0
Oilers,165,2099,12.7,14,0,0,77T,90,54.6,0
Chargers,165,1998,12.1,7,0,0,57,89,53.9,0
